customer_id,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment_Code,RFM_Score,Segment,Cluster
6302,37,3,3735.5499999999997,4,1,2,412,7,Potential Loyalists,1
6303,24,6,11186.379999999997,4,4,4,444,12,Champions,3
6304,24,4,4702.78,4,2,2,422,8,Potential Loyalists,1
6305,76,6,5812.88,3,4,3,343,10,Loyal Customers,0
6306,207,5,11341.64,1,3,4,134,8,At Risk,0
6307,205,1,893.0400000000001,1,1,1,111,3,Lost Customers,2
6308,43,4,10040.99,3,2,4,324,9,Potential Loyalists,0
6309,16,5,3763.31,4,3,2,432,9,Potential Loyalists,1
6310,1,7,21313.58,5,5,5,555,15,Champions,3
6311,2,7,6304.18,5,5,3,553,13,Loyal Customers,3
6312,280,5,5312.82,1,3,2,132,6,Lost Customers,4
6313,57,7,10611.019999999999,3,5,4,354,12,Loyal Customers,0
6314,23,5,6275.33,4,3,3,433,10,Loyal Customers,1
6315,80,3,1937.61,3,1,1,311,5,Promising,4
6316,202,4,3917.52,1,2,2,122,5,Lost Customers,4
6317,28,10,22627.56,4,5,5,455,14,Champions,3
6319,412,2,3460.09,1,1,2,112,4,Lost Customers,4
6320,37,4,4522.38,4,2,2,422,8,Potential Loyalists,1
6321,3,4,3280.52,5,2,2,522,9,Potential Loyalists,1
6322,14,5,3587.7000000000003,5,3,2,532,10,Potential Loyalists,1
6323,62,7,7658.400000000001,3,5,3,353,11,Loyal Customers,0
6324,44,9,12056.89,3,5,4,354,12,Loyal Customers,0
6325,20,5,7542.66,4,3,3,433,10,Loyal Customers,1
6326,15,10,18755.11,5,5,5,555,15,Champions,3
6327,197,4,9862.85,1,2,4,124,7,Lost Customers,0
6328,25,5,8863.91,4,3,4,434,11,Loyal Customers,3
6329,16,5,6417.47,4,3,3,433,10,Loyal Customers,1
6330,1,4,3113.7200000000003,5,2,1,521,8,New Customers,1
6331,19,10,19831.6,4,5,5,455,14,Champions,3
6332,231,4,7133.59,1,2,3,123,6,Lost Customers,4
6333,7,5,10668.29,5,3,4,534,12,Loyal Customers,3
6334,197,4,3349.62,1,2,2,122,5,Lost Customers,4
6335,172,6,13731.16,2,4,5,245,11,Need Attention,0
6336,13,7,6530.11,5,5,3,553,13,Loyal Customers,3
6337,3,7,11079.57,5,5,4,554,14,Champions,3
6338,248,2,3881.0199999999995,1,1,2,112,4,Lost Customers,4
6339,9,5,16128.7,5,3,5,535,13,Loyal Customers,3
6340,173,2,1180.91,2,1,1,211,4,Lost Customers,2
6341,187,3,821.01,1,1,1,111,3,Lost Customers,2
6342,253,4,12975.23,1,2,5,125,8,Lost Customers,0
6343,93,6,6043.0199999999995,2,4,3,243,9,Need Attention,0
6344,17,5,5669.95,4,3,3,433,10,Loyal Customers,1
6345,43,4,4774.09,3,2,2,322,7,Potential Loyalists,1
6346,8,4,6874.34,5,2,3,523,10,Potential Loyalists,1
6347,5,3,10554.95,5,1,4,514,10,Potential Loyalists,1
6348,102,7,9618.0,2,5,4,254,11,Need Attention,0
6349,455,3,3062.71,1,1,1,111,3,Lost Customers,4
6350,67,3,8629.0,3,1,4,314,8,Potential Loyalists,4
6351,349,3,5176.43,1,1,2,112,4,Lost Customers,4
6352,18,4,2900.94,4,2,1,421,7,New Customers,1
6353,71,2,4056.7000000000003,3,1,2,312,6,Potential Loyalists,4
6354,197,3,3026.31,1,1,1,111,3,Lost Customers,4
6355,31,2,1148.8,4,1,1,411,6,New Customers,2
6356,84,4,7683.98,3,2,3,323,8,Potential Loyalists,0
6357,253,9,15412.42,1,5,5,155,11,At Risk,0
6358,296,3,3125.38,1,1,1,111,3,Lost Customers,4
6359,2,4,8105.5199999999995,5,2,3,523,10,Potential Loyalists,1
6360,30,4,3950.82,4,2,2,422,8,Potential Loyalists,1
6361,13,4,11166.8,5,2,4,524,11,Potential Loyalists,1
6362,170,4,3421.48,2,2,2,222,6,Need Attention,4
6363,32,9,9428.91,4,5,4,454,13,Champions,3
6364,248,4,4198.7300000000005,1,2,2,122,5,Lost Customers,4
6365,423,1,697.74,1,1,1,111,3,Lost Customers,2
6366,9,7,24269.29,5,5,5,555,15,Champions,3
6367,10,10,13605.2,5,5,5,555,15,Champions,3
6368,223,2,3291.7600000000007,1,1,2,112,4,Lost Customers,4
6369,197,3,6243.740000000001,1,1,3,113,5,Lost Customers,4
6370,176,3,1479.01,2,1,1,211,4,Lost Customers,2
6371,45,4,7208.7,3,2,3,323,8,Potential Loyalists,0
6372,26,3,1413.15,4,1,1,411,6,New Customers,1
6373,215,4,6687.789999999999,1,2,3,123,6,Lost Customers,4
6374,123,8,8012.32,2,5,3,253,10,Need Attention,0
6375,3,5,12077.560000000001,5,3,4,534,12,Loyal Customers,3
6376,364,6,9797.64,1,4,4,144,9,At Risk,0
6377,5,5,23744.159999999996,5,3,5,535,13,Loyal Customers,3
6378,63,5,3269.1800000000003,3,3,2,332,8,Potential Loyalists,4
6379,144,4,5973.700000000001,2,2,3,223,7,Need Attention,4
6380,7,9,11975.7,5,5,4,554,14,Champions,3
6381,39,7,20488.94,4,5,5,455,14,Champions,0
6382,123,4,3939.73,2,2,2,222,6,Need Attention,4
6383,557,2,1906.49,1,1,1,111,3,Lost Customers,2
6384,65,6,11089.57,3,4,4,344,11,Loyal Customers,0
6385,21,4,5018.81,4,2,2,422,8,Potential Loyalists,1
6386,53,6,9539.38,3,4,4,344,11,Loyal Customers,0
6387,28,2,5608.460000000001,4,1,2,412,7,Potential Loyalists,1
6388,265,4,9761.650000000001,1,2,4,124,7,Lost Customers,4
6389,77,7,17836.69,3,5,5,355,13,Loyal Customers,0
6390,90,2,2404.41,2,1,1,211,4,Lost Customers,4
6391,9,2,2217.36,5,1,1,511,7,New Customers,1
6393,18,5,7747.629999999999,4,3,3,433,10,Loyal Customers,1
6394,115,5,3989.46,2,3,2,232,7,Need Attention,4
6395,143,5,14989.0,2,3,5,235,10,Need Attention,0
6396,39,10,5710.4,4,5,3,453,12,Loyal Customers,0
6397,8,2,5540.360000000001,5,1,2,512,8,Potential Loyalists,1
6398,20,4,10310.080000000002,4,2,4,424,10,Potential Loyalists,1
6399,182,4,7023.42,2,2,3,223,7,Need Attention,4
6400,209,1,4533.530000000001,1,1,2,112,4,Lost Customers,4
6401,51,4,3850.21,3,2,2,322,7,Potential Loyalists,4
6402,54,1,3998.68,3,1,2,312,6,Potential Loyalists,2
6403,519,2,1483.55,1,1,1,111,3,Lost Customers,2
6404,1,8,8596.1,5,5,4,554,14,Champions,3
6405,180,5,6700.63,2,3,3,233,8,Need Attention,0
6406,165,4,13285.800000000001,2,2,5,225,9,Need Attention,0
6407,86,5,3013.07,3,3,1,331,7,Promising,4
6408,87,5,2285.3900000000003,3,3,1,331,7,Promising,4
6409,4,7,11006.02,5,5,4,554,14,Champions,3
6410,98,6,22191.14,2,4,5,245,11,Need Attention,0
6411,120,1,2164.31,2,1,1,211,4,Lost Customers,2
6412,5,7,2750.25,5,5,1,551,11,Lost Customers,1
6413,78,5,8362.529999999999,3,3,4,334,10,Loyal Customers,0
6414,75,4,13852.02,3,2,5,325,10,Potential Loyalists,0
6415,9,4,7121.739999999999,5,2,3,523,10,Potential Loyalists,1
6416,9,5,7069.86,5,3,3,533,11,Loyal Customers,1
6417,118,5,4530.36,2,3,2,232,7,Need Attention,4
6418,8,7,12024.819999999998,5,5,4,554,14,Champions,3
6419,107,7,14390.060000000001,2,5,5,255,12,Need Attention,0
6420,51,6,13508.83,3,4,5,345,12,Loyal Customers,0
6421,130,2,4533.07,2,1,2,212,5,Lost Customers,4
6422,30,5,10715.76,4,3,4,434,11,Loyal Customers,0
6423,3,6,7716.599999999999,5,4,3,543,12,Loyal Customers,3
6424,146,9,11149.78,2,5,4,254,11,Need Attention,0
6425,197,3,6288.61,1,1,3,113,5,Lost Customers,4
6426,36,3,6833.740000000002,4,1,3,413,8,Potential Loyalists,1
6427,74,1,581.2,3,1,1,311,5,Promising,2
6428,32,9,14520.96,4,5,5,455,14,Champions,3
6429,779,2,2651.72,1,1,1,111,3,Lost Customers,4
6430,48,2,1748.9,3,1,1,311,5,Promising,2
6431,40,7,10997.26,4,5,4,454,13,Champions,0
6432,79,6,7788.67,3,4,3,343,10,Loyal Customers,0
6433,1,5,3433.26,5,3,2,532,10,Potential Loyalists,1
6434,3,3,2634.39,5,1,1,511,7,New Customers,1
6435,60,3,3928.04,3,1,2,312,6,Potential Loyalists,4
6436,4,4,10061.48,5,2,4,524,11,Potential Loyalists,1
6437,63,4,13912.42,3,2,5,325,10,Potential Loyalists,0
6438,10,4,3916.4199999999996,5,2,2,522,9,Potential Loyalists,1
6439,118,6,2842.9300000000003,2,4,1,241,7,Lost Customers,4
6440,2,1,476.25,5,1,1,511,7,New Customers,2
6441,25,8,11004.16,4,5,4,454,13,Champions,3
6442,3,7,9966.57,5,5,4,554,14,Champions,3
6443,121,6,14330.02,2,4,5,245,11,Need Attention,0
6444,33,6,6178.01,4,4,3,443,11,Loyal Customers,0
6445,3,4,10703.76,5,2,4,524,11,Potential Loyalists,1
6446,98,5,7615.57,2,3,3,233,8,Need Attention,0
6447,208,5,7254.46,1,3,3,133,7,At Risk,0
6448,139,3,1141.68,2,1,1,211,4,Lost Customers,2
6449,15,5,14548.900000000001,5,3,5,535,13,Loyal Customers,3
6450,70,7,7996.01,3,5,3,353,11,Loyal Customers,0
6451,241,7,11406.44,1,5,4,154,10,At Risk,0
6452,14,6,7438.82,5,4,3,543,12,Loyal Customers,3
6453,154,4,9996.82,2,2,4,224,8,Need Attention,0
6454,364,5,7239.01,1,3,3,133,7,At Risk,0
6455,34,2,1824.1200000000001,4,1,1,411,6,New Customers,2
6456,49,3,6420.620000000001,3,1,3,313,7,Potential Loyalists,4
6457,673,2,5683.45,1,1,3,113,5,Lost Customers,4
6458,349,8,20691.46,1,5,5,155,11,At Risk,0
6459,66,5,9618.11,3,3,4,334,10,Loyal Customers,0
6460,4,6,18550.239999999998,5,4,5,545,14,Champions,3
6461,175,3,6387.360000000001,2,1,3,213,6,Lost Customers,4
6462,650,1,2046.27,1,1,1,111,3,Lost Customers,2
6463,119,9,15512.230000000001,2,5,5,255,12,Need Attention,0
6464,61,4,10289.07,3,2,4,324,9,Potential Loyalists,0
6465,476,1,303.13,1,1,1,111,3,Lost Customers,2
6466,94,7,17146.34,2,5,5,255,12,Need Attention,0
6467,33,6,12367.51,4,4,5,445,13,Champions,0
6468,45,4,6458.33,3,2,3,323,8,Potential Loyalists,1
6469,10,4,4280.96,5,2,2,522,9,Potential Loyalists,1
6470,3,6,9473.2,5,4,4,544,13,Champions,3
6471,1,6,4369.360000000001,5,4,2,542,11,Lost Customers,1
6472,388,6,15830.619999999999,1,4,5,145,10,At Risk,0
6473,185,7,15947.52,2,5,5,255,12,Need Attention,0
6474,163,3,12786.880000000001,2,1,5,215,8,Lost Customers,4
6475,42,7,17000.19,3,5,5,355,13,Loyal Customers,0
6476,7,2,6712.35,5,1,3,513,9,Potential Loyalists,1
6477,43,6,6581.04,3,4,3,343,10,Loyal Customers,0
6478,25,6,11493.579999999998,4,4,4,444,12,Champions,3
6479,6,5,5193.08,5,3,2,532,10,Potential Loyalists,1
6480,226,4,7780.450000000001,1,2,3,123,6,Lost Customers,4
6481,11,3,4924.8,5,1,2,512,8,Potential Loyalists,1
6482,288,1,925.79,1,1,1,111,3,Lost Customers,2
6483,10,5,10684.66,5,3,4,534,12,Loyal Customers,3
6484,2,3,4576.9800000000005,5,1,2,512,8,Potential Loyalists,1
6485,110,4,3438.91,2,2,2,222,6,Need Attention,4
6486,131,7,9424.32,2,5,4,254,11,Need Attention,0
6487,2,8,12997.14,5,5,5,555,15,Champions,3
6488,12,6,9015.2,5,4,4,544,13,Champions,3
6489,21,4,12040.95,4,2,4,424,10,Potential Loyalists,1
6490,340,6,9467.170000000002,1,4,4,144,9,At Risk,0
6491,112,5,7294.67,2,3,3,233,8,Need Attention,0
6492,35,3,3368.3900000000003,4,1,2,412,7,Potential Loyalists,1
6493,11,7,16658.170000000002,5,5,5,555,15,Champions,3
6494,97,4,3919.1,2,2,2,222,6,Need Attention,4
6495,335,2,2386.1,1,1,1,111,3,Lost Customers,4
6496,42,8,6691.3099999999995,3,5,3,353,11,Loyal Customers,0
6497,20,9,21837.3,4,5,5,455,14,Champions,3
6498,24,4,2586.21,4,2,1,421,7,New Customers,1
6499,106,2,4596.2,2,1,2,212,5,Lost Customers,4
6500,96,7,6428.78,2,5,3,253,10,Need Attention,0
6501,40,6,11746.36,4,4,4,444,12,Champions,0
6502,4,4,11928.0,5,2,4,524,11,Potential Loyalists,3
6503,260,3,2389.9600000000005,1,1,1,111,3,Lost Customers,4
6504,25,4,4600.549999999999,4,2,2,422,8,Potential Loyalists,1
6505,97,7,3617.5099999999998,2,5,2,252,9,Need Attention,0
6506,46,7,12581.27,3,5,5,355,13,Loyal Customers,0
6507,339,3,7608.530000000001,1,1,3,113,5,Lost Customers,4
6508,203,4,4508.610000000001,1,2,2,122,5,Lost Customers,4
6509,5,2,2626.57,5,1,1,511,7,New Customers,1
6510,7,6,13383.11,5,4,5,545,14,Champions,3
6511,373,2,2593.3,1,1,1,111,3,Lost Customers,4
6512,13,6,5348.84,5,4,2,542,11,Lost Customers,3
6513,84,5,4651.48,3,3,2,332,8,Potential Loyalists,0
6514,46,3,4647.56,3,1,2,312,6,Potential Loyalists,4
6516,286,4,12520.36,1,2,5,125,8,Lost Customers,0
6517,38,3,3643.3500000000004,4,1,2,412,7,Potential Loyalists,1
6518,59,1,82.49000000000001,3,1,1,311,5,Promising,2
6519,15,6,4340.360000000001,5,4,2,542,11,Lost Customers,1
6520,20,4,11921.04,4,2,4,424,10,Potential Loyalists,1
6521,45,2,2266.0299999999997,3,1,1,311,5,Promising,2
6522,2,7,9626.02,5,5,4,554,14,Champions,3
6523,1,1,2044.97,5,1,1,511,7,New Customers,1
6524,47,7,20817.12,3,5,5,355,13,Loyal Customers,0
6525,13,8,8769.3,5,5,4,554,14,Champions,3
6526,226,3,6787.43,1,1,3,113,5,Lost Customers,4
6527,218,4,6335.11,1,2,3,123,6,Lost Customers,4
6528,123,4,5774.07,2,2,3,223,7,Need Attention,4
6529,9,3,12954.76,5,1,5,515,11,Potential Loyalists,1
6530,34,4,8719.43,4,2,4,424,10,Potential Loyalists,1
6531,135,5,12083.53,2,3,4,234,9,Need Attention,0
6532,54,6,6899.91,3,4,3,343,10,Loyal Customers,0
6533,95,10,19375.89,2,5,5,255,12,Need Attention,0
6534,731,1,2118.4,1,1,1,111,3,Lost Customers,2
6535,67,6,11294.12,3,4,4,344,11,Loyal Customers,0
6536,81,7,15866.51,3,5,5,355,13,Loyal Customers,0
6537,8,6,6721.28,5,4,3,543,12,Loyal Customers,3
6538,34,4,2854.22,4,2,1,421,7,New Customers,1
6539,52,4,2157.71,3,2,1,321,6,Promising,4
6540,481,1,4209.82,1,1,2,112,4,Lost Customers,4
6541,62,4,9368.17,3,2,4,324,9,Potential Loyalists,0
6542,5,8,8392.01,5,5,4,554,14,Champions,3
6543,28,4,3765.24,4,2,2,422,8,Potential Loyalists,1
6544,53,5,5517.58,3,3,2,332,8,Potential Loyalists,0
6545,3,3,2476.6400000000003,5,1,1,511,7,New Customers,1
6546,152,3,12742.45,2,1,5,215,8,Lost Customers,4
6547,242,3,2555.08,1,1,1,111,3,Lost Customers,4
6549,321,2,12852.189999999999,1,1,5,115,7,Lost Customers,4
6550,83,2,1908.62,3,1,1,311,5,Promising,2
6551,4,8,12448.28,5,5,5,555,15,Champions,3
6552,113,7,9028.03,2,5,4,254,11,Need Attention,0
6553,71,1,1506.49,3,1,1,311,5,Promising,2
6554,130,2,960.7900000000001,2,1,1,211,4,Lost Customers,2
6555,19,6,10893.53,4,4,4,444,12,Champions,3
6556,208,5,14064.48,1,3,5,135,9,At Risk,0
6557,91,7,10471.66,2,5,4,254,11,Need Attention,0
6558,37,5,10460.0,4,3,4,434,11,Loyal Customers,0
6559,431,2,2051.39,1,1,1,111,3,Lost Customers,2
6560,22,6,6015.9,4,4,3,443,11,Loyal Customers,3
6561,144,7,17971.03,2,5,5,255,12,Need Attention,0
6562,14,2,1638.35,5,1,1,511,7,New Customers,1
6563,81,5,6948.2300000000005,3,3,3,333,9,Loyal Customers,0
6564,18,6,9299.43,4,4,4,444,12,Champions,3
6565,6,4,3208.0299999999997,5,2,1,521,8,New Customers,1
6566,4,4,2674.7,5,2,1,521,8,New Customers,1
6567,20,6,7159.25,4,4,3,443,11,Loyal Customers,3
6568,184,2,730.4200000000001,2,1,1,211,4,Lost Customers,2
6569,20,6,14449.95,4,4,5,445,13,Champions,3
6570,38,5,3460.45,4,3,2,432,9,Potential Loyalists,1
6571,177,4,5891.36,2,2,3,223,7,Need Attention,4
6572,23,1,1186.1,4,1,1,411,6,New Customers,2
6573,148,4,15001.369999999999,2,2,5,225,9,Need Attention,0
6574,209,3,1317.31,1,1,1,111,3,Lost Customers,2
6575,104,4,2168.71,2,2,1,221,5,Lost Customers,4
6576,161,2,1798.45,2,1,1,211,4,Lost Customers,2
6577,30,4,15002.05,4,2,5,425,11,Potential Loyalists,0
6578,136,2,1582.6100000000001,2,1,1,211,4,Lost Customers,2
6579,126,7,10048.909999999998,2,5,4,254,11,Need Attention,0
6580,105,2,493.98,2,1,1,211,4,Lost Customers,2
6581,194,4,10349.56,1,2,4,124,7,Lost Customers,0
6582,225,1,4088.38,1,1,2,112,4,Lost Customers,2
6583,7,5,6281.24,5,3,3,533,11,Loyal Customers,1
6584,75,2,3843.68,3,1,2,312,6,Potential Loyalists,4
6585,5,2,1758.06,5,1,1,511,7,New Customers,1
6586,19,6,9938.59,4,4,4,444,12,Champions,3
6587,2,5,4105.81,5,3,2,532,10,Potential Loyalists,1
6588,199,4,5595.17,1,2,2,122,5,Lost Customers,4
6589,416,5,9467.75,1,3,4,134,8,At Risk,0
6590,241,3,3414.6700000000005,1,1,2,112,4,Lost Customers,4
6591,51,8,18346.420000000002,3,5,5,355,13,Loyal Customers,0
6592,8,3,6468.910000000001,5,1,3,513,9,Potential Loyalists,1
6593,635,1,710.6,1,1,1,111,3,Lost Customers,2
6594,72,1,1749.0300000000002,3,1,1,311,5,Promising,2
6595,124,9,27068.49,2,5,5,255,12,Need Attention,0
6596,78,3,12371.23,3,1,5,315,9,Potential Loyalists,4
6597,37,9,8666.5,4,5,4,454,13,Champions,3
6598,31,3,1352.23,4,1,1,411,6,New Customers,1
6599,41,5,6554.42,4,3,3,433,10,Loyal Customers,0
6600,188,6,12465.19,1,4,5,145,10,At Risk,0
6601,29,6,7359.65,4,4,3,443,11,Loyal Customers,0
6602,72,5,8202.96,3,3,3,333,9,Loyal Customers,0
6603,16,5,12569.85,4,3,5,435,12,Loyal Customers,3
6604,7,6,15180.49,5,4,5,545,14,Champions,3
6605,69,7,12153.47,3,5,4,354,12,Loyal Customers,0
6606,543,1,2125.8,1,1,1,111,3,Lost Customers,2
6607,31,10,13951.33,4,5,5,455,14,Champions,3
6608,2,7,7483.68,5,5,3,553,13,Loyal Customers,3
6609,24,4,4397.0,4,2,2,422,8,Potential Loyalists,1
6610,37,9,20040.92,4,5,5,455,14,Champions,3
6611,25,5,8771.83,4,3,4,434,11,Loyal Customers,3
6612,150,4,6514.85,2,2,3,223,7,Need Attention,4
6613,93,1,599.09,2,1,1,211,4,Lost Customers,2
6614,91,4,4795.23,2,2,2,222,6,Need Attention,4
6615,35,10,13634.49,4,5,5,455,14,Champions,3
6616,61,2,7314.380000000001,3,1,3,313,7,Potential Loyalists,4
6617,146,3,15788.94,2,1,5,215,8,Lost Customers,4
6618,11,5,5838.57,5,3,3,533,11,Loyal Customers,1
6619,6,6,16271.36,5,4,5,545,14,Champions,3
6620,47,5,2484.3599999999997,3,3,1,331,7,Promising,1
6621,82,1,2055.45,3,1,1,311,5,Promising,2
6622,126,2,4412.05,2,1,2,212,5,Lost Customers,4
6623,86,8,14900.400000000001,3,5,5,355,13,Loyal Customers,0
6624,302,3,5234.139999999999,1,1,2,112,4,Lost Customers,4
6625,22,7,7603.16,4,5,3,453,12,Loyal Customers,3
6626,4,5,8021.0599999999995,5,3,3,533,11,Loyal Customers,3
6627,71,6,9300.960000000001,3,4,4,344,11,Loyal Customers,0
6628,2,9,20885.31,5,5,5,555,15,Champions,3
6629,11,9,15149.44,5,5,5,555,15,Champions,3
6630,5,9,16136.84,5,5,5,555,15,Champions,3
6631,255,2,1013.43,1,1,1,111,3,Lost Customers,2
6632,302,4,2819.3,1,2,1,121,4,Lost Customers,4
6633,48,7,21041.420000000002,3,5,5,355,13,Loyal Customers,0
6634,12,1,515.26,5,1,1,511,7,New Customers,2
6635,95,4,7055.85,2,2,3,223,7,Need Attention,4
6636,17,4,8524.7,4,2,4,424,10,Potential Loyalists,1
6637,47,6,3000.12,3,4,1,341,8,Lost Customers,1
6638,619,4,4876.37,1,2,2,122,5,Lost Customers,4
6639,185,6,9842.49,2,4,4,244,10,Need Attention,0
6640,254,2,5453.6900000000005,1,1,2,112,4,Lost Customers,4
6641,6,5,5134.47,5,3,2,532,10,Potential Loyalists,1
6642,28,2,5413.370000000001,4,1,2,412,7,Potential Loyalists,1
6643,109,2,2488.21,2,1,1,211,4,Lost Customers,4
6644,73,4,10064.57,3,2,4,324,9,Potential Loyalists,0
6645,127,2,6201.320000000001,2,1,3,213,6,Lost Customers,4
6646,95,9,16973.05,2,5,5,255,12,Need Attention,0
6647,86,2,1218.03,3,1,1,311,5,Promising,2
6648,37,2,4242.75,4,1,2,412,7,Potential Loyalists,4
6649,9,4,6153.3099999999995,5,2,3,523,10,Potential Loyalists,1
6650,50,4,4430.54,3,2,2,322,7,Potential Loyalists,4
6651,13,3,5623.84,5,1,3,513,9,Potential Loyalists,1
6652,18,3,5667.7699999999995,4,1,3,413,8,Potential Loyalists,1
6653,50,2,805.48,3,1,1,311,5,Promising,2
6654,220,4,13980.250000000002,1,2,5,125,8,Lost Customers,0
6655,8,6,11635.0,5,4,4,544,13,Champions,3
6656,224,4,14346.04,1,2,5,125,8,Lost Customers,0
6657,23,6,11306.96,4,4,4,444,12,Champions,3
6658,746,1,541.41,1,1,1,111,3,Lost Customers,2
6659,347,2,1456.75,1,1,1,111,3,Lost Customers,2
6660,249,3,9401.92,1,1,4,114,6,Lost Customers,4
6661,30,3,4541.54,4,1,2,412,7,Potential Loyalists,1
6662,235,5,7198.070000000001,1,3,3,133,7,At Risk,0
6663,54,4,13841.509999999998,3,2,5,325,10,Potential Loyalists,0
6664,54,4,7396.01,3,2,3,323,8,Potential Loyalists,0
6665,7,12,30659.059999999998,5,5,5,555,15,Champions,3
6666,115,3,10983.439999999999,2,1,4,214,7,Lost Customers,4
6667,26,4,6549.99,4,2,3,423,9,Potential Loyalists,1
6668,126,2,1399.4199999999998,2,1,1,211,4,Lost Customers,2
6669,73,2,1157.6,3,1,1,311,5,Promising,2
6670,299,8,8937.449999999999,1,5,4,154,10,At Risk,0
6671,60,9,15028.56,3,5,5,355,13,Loyal Customers,0
6672,309,2,3718.42,1,1,2,112,4,Lost Customers,4
6673,158,4,5713.45,2,2,3,223,7,Need Attention,4
6674,451,2,3456.75,1,1,2,112,4,Lost Customers,4
6675,80,3,9768.359999999999,3,1,4,314,8,Potential Loyalists,4
6676,72,5,6785.14,3,3,3,333,9,Loyal Customers,0
6677,273,4,16715.870000000003,1,2,5,125,8,Lost Customers,0
6678,33,4,9578.01,4,2,4,424,10,Potential Loyalists,0
6679,223,4,9996.79,1,2,4,124,7,Lost Customers,0
6680,12,5,7357.1,5,3,3,533,11,Loyal Customers,1
6681,13,7,11638.26,5,5,4,554,14,Champions,3
6682,543,4,12777.390000000001,1,2,5,125,8,Lost Customers,0
6683,91,3,6562.34,2,1,3,213,6,Lost Customers,4
6684,116,3,7416.01,2,1,3,213,6,Lost Customers,4
6685,42,7,16509.940000000002,3,5,5,355,13,Loyal Customers,0
6686,40,7,8066.11,4,5,3,453,12,Loyal Customers,0
6687,33,10,23712.43,4,5,5,455,14,Champions,3
6688,65,2,4598.12,3,1,2,312,6,Potential Loyalists,4
6689,41,7,10196.05,4,5,4,454,13,Champions,0
6690,97,3,5242.360000000001,2,1,2,212,5,Lost Customers,4
6691,3,4,13430.699999999999,5,2,5,525,12,Potential Loyalists,3
6692,23,3,2105.45,4,1,1,411,6,New Customers,1
6693,187,6,6346.54,1,4,3,143,8,At Risk,0
6694,232,3,4229.0199999999995,1,1,2,112,4,Lost Customers,4
6695,32,10,8988.880000000001,4,5,4,454,13,Champions,3
6696,42,6,6800.54,3,4,3,343,10,Loyal Customers,0
6697,1,6,13949.859999999999,5,4,5,545,14,Champions,3
6698,86,2,4305.05,3,1,2,312,6,Potential Loyalists,4
6699,265,6,4033.36,1,4,2,142,7,Lost Customers,0
6700,8,8,7689.6900000000005,5,5,3,553,13,Loyal Customers,3
6701,17,4,4644.26,4,2,2,422,8,Potential Loyalists,1
6702,319,8,17693.67,1,5,5,155,11,At Risk,0
6703,68,3,15825.530000000002,3,1,5,315,9,Potential Loyalists,0
6704,143,5,7652.28,2,3,3,233,8,Need Attention,0
6705,30,2,4057.6000000000004,4,1,2,412,7,Potential Loyalists,1
6706,9,2,676.53,5,1,1,511,7,New Customers,2
6707,78,4,8176.139999999999,3,2,3,323,8,Potential Loyalists,0
6708,84,9,9839.84,3,5,4,354,12,Loyal Customers,0
6709,87,6,15726.57,3,4,5,345,12,Loyal Customers,0
6710,49,3,8332.82,3,1,4,314,8,Potential Loyalists,4
6711,54,9,20716.04,3,5,5,355,13,Loyal Customers,0
6712,32,7,14447.099999999999,4,5,5,455,14,Champions,3
6713,355,2,2630.7599999999998,1,1,1,111,3,Lost Customers,4
6714,110,5,6464.02,2,3,3,233,8,Need Attention,0
6715,38,4,19220.03,4,2,5,425,11,Potential Loyalists,0
6716,52,2,540.57,3,1,1,311,5,Promising,2
6717,23,5,9443.57,4,3,4,434,11,Loyal Customers,3
6718,433,3,788.28,1,1,1,111,3,Lost Customers,2
6719,104,4,3134.0099999999998,2,2,1,221,5,Lost Customers,4
6720,97,5,6193.5,2,3,3,233,8,Need Attention,0
6721,203,3,5459.93,1,1,2,112,4,Lost Customers,4
6722,11,7,21457.79,5,5,5,555,15,Champions,3
6723,22,8,17018.88,4,5,5,455,14,Champions,3
6724,282,3,2370.96,1,1,1,111,3,Lost Customers,4
6725,63,6,14536.369999999999,3,4,5,345,12,Loyal Customers,0
6726,24,13,16982.73,4,5,5,455,14,Champions,3
6727,53,1,625.56,3,1,1,311,5,Promising,2
6728,5,5,11474.95,5,3,4,534,12,Loyal Customers,3
6729,129,3,1566.19,2,1,1,211,4,Lost Customers,4
6730,1,4,12224.509999999998,5,2,5,525,12,Potential Loyalists,3
6731,54,5,6823.320000000001,3,3,3,333,9,Loyal Customers,0
6732,45,3,2925.1899999999996,3,1,1,311,5,Promising,4
6733,57,2,3459.9400000000005,3,1,2,312,6,Potential Loyalists,4
6734,228,8,17749.0,1,5,5,155,11,At Risk,0
6735,35,5,3904.5099999999998,4,3,2,432,9,Potential Loyalists,1
6736,137,3,908.25,2,1,1,211,4,Lost Customers,2
6737,322,4,3241.92,1,2,1,121,4,Lost Customers,4
6738,289,4,7654.83,1,2,3,123,6,Lost Customers,4
6739,142,3,4556.47,2,1,2,212,5,Lost Customers,4
6740,44,4,1503.0400000000002,3,2,1,321,6,Promising,1
6741,87,3,2431.6800000000003,3,1,1,311,5,Promising,4
6742,450,4,6294.51,1,2,3,123,6,Lost Customers,4
6743,2,8,6431.31,5,5,3,553,13,Loyal Customers,3
6744,15,3,4405.7699999999995,5,1,2,512,8,Potential Loyalists,1
6745,72,3,5074.79,3,1,2,312,6,Potential Loyalists,4
