order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,shipping_state,order_status,acquisition_channel
538412,15352,2011-01-16 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
538413,14864,2010-03-14 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,2,1.95,3.9,United Kingdom,Completed,Direct Mail & Wholesale
538414,13084,2010-11-15 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,6,4.95,29.7,United Kingdom,Completed,Direct Mail & Wholesale
538415,12863,2010-12-31 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,4,1.95,7.8,United Kingdom,Completed,Direct Mail & Wholesale
538416,18266,2010-11-15 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
538417,17981,2010-01-07 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,Germany,Completed,Direct Mail & Wholesale
538418,16529,2010-03-09 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2.55,5.1,United Kingdom,Completed,Direct Mail & Wholesale
538419,17734,2010-03-19 00:00:00,47566,PARTY BUNTING,Party Supplies,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538420,18110,2011-10-03 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538421,17591,2011-09-02 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,6,2.95,17.7,United Kingdom,Completed,Direct Mail & Wholesale
538422,18248,2011-06-09 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
538423,12703,2010-11-05 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,4,1.95,7.8,United Kingdom,Completed,Direct Mail & Wholesale
538424,17566,2010-02-18 00:00:00,POST,POSTAGE,Postage & Packaging,12,18.0,216.0,United Kingdom,Completed,Direct Mail & Wholesale
538425,16367,2010-11-25 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538426,17868,2011-07-06 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538427,14391,2011-04-05 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538428,14215,2011-11-29 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,Australia,Completed,Direct Mail & Wholesale
538429,12644,2010-08-06 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
538430,15220,2011-01-27 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
C538431,15347,2010-07-24 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,-1,1.95,-1.95,United Kingdom,Cancelled,Direct Mail & Wholesale
538432,14242,2011-07-08 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,France,Completed,Direct Mail & Wholesale
538433,16154,2011-05-19 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2.55,5.1,United Kingdom,Completed,Direct Mail & Wholesale
538434,17393,2010-09-28 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,Germany,Completed,Direct Mail & Wholesale
538435,12575,2011-01-11 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,Spain,Completed,Direct Mail & Wholesale
538436,14608,2010-05-26 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538437,15653,2010-09-16 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538438,15403,2010-12-15 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538439,17772,2010-04-09 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,1.69,6.76,United Kingdom,Completed,Direct Mail & Wholesale
538440,13114,2010-08-26 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,6,1.65,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538441,14794,2010-03-20 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538442,15744,2011-08-07 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,4,1.69,6.76,United Kingdom,Completed,Direct Mail & Wholesale
538443,12851,2010-07-10 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
538444,15338,2011-05-09 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538445,17633,2011-02-07 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,12,4.95,59.4,United Kingdom,Completed,Direct Mail & Wholesale
538446,15358,2010-02-12 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
538447,12443,2011-07-11 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
538448,15058,2011-08-01 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538449,13507,2011-03-01 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538450,17474,2010-06-06 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538451,16124,2011-09-22 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,1.69,10.14,United Kingdom,Completed,Direct Mail & Wholesale
538452,13753,2011-04-26 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538453,15069,2010-05-02 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,United Kingdom,Completed,Direct Mail & Wholesale
538454,17885,2011-03-22 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538455,13288,2011-11-02 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
538456,12410,2010-05-05 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538457,14746,2011-03-13 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,Germany,Completed,Direct Mail & Wholesale
538458,15087,2009-12-25 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538459,17739,2011-08-19 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538460,16767,2011-01-10 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538461,16867,2011-01-21 00:00:00,47566,PARTY BUNTING,Party Supplies,24,4.95,118.8,United Kingdom,Completed,Direct Mail & Wholesale
538462,14449,2011-03-03 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,12,1.69,20.28,United Kingdom,Completed,Direct Mail & Wholesale
538463,14928,2010-06-15 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,United Kingdom,Completed,Direct Mail & Wholesale
538464,14026,2010-04-14 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,6,1.65,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538465,16254,2010-01-22 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
538466,17739,2011-01-25 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,24,2.55,61.2,United Kingdom,Completed,Direct Mail & Wholesale
538467,15253,2011-02-01 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,Netherlands,Completed,Direct Mail & Wholesale
538468,14141,2010-10-01 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,4,2.95,11.8,United Kingdom,Completed,Direct Mail & Wholesale
538469,14287,2009-12-08 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,12,0.55,6.6,United Kingdom,Completed,Direct Mail & Wholesale
C538470,14257,2010-05-15 00:00:00,POST,POSTAGE,Postage & Packaging,-4,18.0,-72.0,United Kingdom,Cancelled,Direct Mail & Wholesale
538471,15880,2009-12-09 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,France,Completed,Direct Mail & Wholesale
538472,13524,2010-08-25 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
538473,13987,2010-09-24 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538474,13624,2011-03-05 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538475,13211,2011-11-16 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538476,15937,2010-03-11 00:00:00,47566,PARTY BUNTING,Party Supplies,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538477,14849,2010-08-17 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538478,17043,2010-04-27 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,12,12.75,153.0,United Kingdom,Completed,Direct Mail & Wholesale
538479,18277,2010-10-17 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
538480,13808,2011-02-12 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
538481,15115,2011-03-03 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,12,1.69,20.28,France,Completed,Direct Mail & Wholesale
538482,17521,2010-04-25 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538483,13040,2009-12-17 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538484,16290,2011-04-07 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,6,2.95,17.7,United Kingdom,Completed,Direct Mail & Wholesale
538485,15893,2010-04-03 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2.55,5.1,United Kingdom,Completed,Direct Mail & Wholesale
538486,14868,2010-08-03 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538487,15524,2011-09-17 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2.55,10.2,France,Completed,Direct Mail & Wholesale
538488,15003,2010-12-09 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,1,0.55,0.55,United Kingdom,Completed,Direct Mail & Wholesale
538489,18151,2010-07-12 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538490,17399,2010-08-07 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,4,2.95,11.8,United Kingdom,Completed,Direct Mail & Wholesale
538491,13429,2011-07-06 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538492,16058,2010-04-23 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,6,2.95,17.7,EIRE,Completed,Direct Mail & Wholesale
538493,13393,2011-08-14 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538494,13681,2011-06-27 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,4,1.95,7.8,United Kingdom,Completed,Direct Mail & Wholesale
538495,14619,2009-12-26 00:00:00,POST,POSTAGE,Postage & Packaging,6,18.0,108.0,United Kingdom,Completed,Direct Mail & Wholesale
538496,14325,2011-04-14 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,France,Completed,Direct Mail & Wholesale
538497,14567,2011-09-28 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,United Kingdom,Completed,Direct Mail & Wholesale
538498,13926,2011-04-06 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,12,12.75,153.0,United Kingdom,Completed,Direct Mail & Wholesale
538499,13778,2010-06-10 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
538500,14874,2011-10-28 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,France,Completed,Direct Mail & Wholesale
538501,14050,2011-10-15 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538502,14669,2010-09-12 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
538503,13289,2010-05-05 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538504,12692,2010-05-29 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,EIRE,Completed,Direct Mail & Wholesale
538505,13559,2011-10-08 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538506,16937,2011-07-24 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,1.69,10.14,United Kingdom,Completed,Direct Mail & Wholesale
538507,12968,2011-07-23 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538508,12757,2010-08-25 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
538509,16565,2010-09-24 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,12,2.55,30.6,United Kingdom,Completed,Direct Mail & Wholesale
538510,13680,2011-01-24 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538511,12869,2011-10-03 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
C538512,12440,2010-03-20 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,-1,2.55,-2.55,EIRE,Cancelled,Direct Mail & Wholesale
538513,16386,2010-08-10 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,6,12.75,76.5,France,Completed,Direct Mail & Wholesale
538514,15234,2011-01-19 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538515,15543,2010-03-19 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538516,14735,2010-08-16 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,France,Completed,Direct Mail & Wholesale
538517,12379,2010-04-27 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
538518,18105,2011-02-10 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2.55,15.3,France,Completed,Direct Mail & Wholesale
538519,13193,2010-03-19 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,4,0.55,2.2,United Kingdom,Completed,Direct Mail & Wholesale
538520,15712,2011-11-25 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,France,Completed,Direct Mail & Wholesale
538521,14344,2011-04-25 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,12,2.95,35.4,United Kingdom,Completed,Direct Mail & Wholesale
538522,17109,2011-07-24 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
538523,16486,2010-11-02 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,4,1.65,6.6,United Kingdom,Completed,Direct Mail & Wholesale
538524,16753,2011-05-15 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,6,0.55,3.3,Netherlands,Completed,Direct Mail & Wholesale
538525,13967,2011-01-06 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538526,13779,2010-01-22 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,6,2.95,17.7,United Kingdom,Completed,Direct Mail & Wholesale
538527,18185,2011-10-29 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,6,12.75,76.5,United Kingdom,Completed,Direct Mail & Wholesale
538528,12511,2011-11-22 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,4,0.55,2.2,United Kingdom,Completed,Direct Mail & Wholesale
538529,13927,2010-03-11 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
538530,12554,2009-12-20 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,1.69,10.14,United Kingdom,Completed,Direct Mail & Wholesale
538531,16875,2009-12-13 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
538532,15691,2009-12-24 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
538533,13148,2011-10-04 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538534,17758,2011-05-31 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,12,1.65,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538535,16375,2010-06-15 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538536,15072,2009-12-28 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
538537,15991,2010-11-25 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,4,12.75,51.0,United Kingdom,Completed,Direct Mail & Wholesale
538538,13965,2010-10-19 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538539,17590,2011-01-29 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538540,17733,2011-03-12 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,4,2.95,11.8,United Kingdom,Completed,Direct Mail & Wholesale
538541,16782,2010-05-29 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,United Kingdom,Completed,Direct Mail & Wholesale
538542,13089,2011-05-25 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538543,12920,2011-02-22 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538544,15931,2010-10-05 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
538545,15718,2011-09-14 00:00:00,47566,PARTY BUNTING,Party Supplies,4,4.95,19.8,Germany,Completed,Direct Mail & Wholesale
538546,16491,2011-08-18 00:00:00,POST,POSTAGE,Postage & Packaging,6,18.0,108.0,United Kingdom,Completed,Direct Mail & Wholesale
538547,12848,2010-02-03 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,1,1.95,1.95,United Kingdom,Completed,Direct Mail & Wholesale
538548,14811,2011-11-04 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,4,4.95,19.8,United Kingdom,Completed,Direct Mail & Wholesale
538549,13266,2010-02-28 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,6,1.65,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538550,16348,2010-12-10 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2.55,5.1,United Kingdom,Completed,Direct Mail & Wholesale
538551,15025,2010-03-05 00:00:00,POST,POSTAGE,Postage & Packaging,6,18.0,108.0,United Kingdom,Completed,Direct Mail & Wholesale
538552,14998,2010-07-12 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,2,0.55,1.1,United Kingdom,Completed,Direct Mail & Wholesale
538553,14699,2010-02-20 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538554,15023,2010-09-17 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538555,13552,2011-05-27 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538556,13771,2010-08-26 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,United Kingdom,Completed,Direct Mail & Wholesale
538557,14834,2010-01-22 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538558,15324,2009-12-27 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,1,1.65,1.65,Belgium,Completed,Direct Mail & Wholesale
538559,13843,2011-03-01 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,6,4.95,29.7,Switzerland,Completed,Direct Mail & Wholesale
538560,12933,2011-05-10 00:00:00,21212,PACK OF 72 RETROSPOT CAKE CASES,Kitchenware,4,0.55,2.2,Germany,Completed,Direct Mail & Wholesale
538561,17012,2010-05-22 00:00:00,POST,POSTAGE,Postage & Packaging,4,18.0,72.0,United Kingdom,Completed,Direct Mail & Wholesale
538562,17075,2010-12-10 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538563,13784,2010-01-20 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,2,12.75,25.5,United Kingdom,Completed,Direct Mail & Wholesale
538564,16503,2011-08-26 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2.55,2.55,United Kingdom,Completed,Direct Mail & Wholesale
538565,16644,2010-08-21 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,1.69,3.38,United Kingdom,Completed,Direct Mail & Wholesale
538566,17446,2011-01-19 00:00:00,47566,PARTY BUNTING,Party Supplies,1,4.95,4.95,United Kingdom,Completed,Direct Mail & Wholesale
538567,18258,2010-12-23 00:00:00,85123A,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,12,2.55,30.6,United Kingdom,Completed,Direct Mail & Wholesale
538568,16778,2010-09-13 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,4,1.95,7.8,United Kingdom,Completed,Direct Mail & Wholesale
538569,14553,2010-01-28 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538570,12721,2011-10-18 00:00:00,47566,PARTY BUNTING,Party Supplies,2,4.95,9.9,United Kingdom,Completed,Direct Mail & Wholesale
538571,14329,2011-03-29 00:00:00,22720,SET OF 3 CAKE TINS PANTRY DESIGN,Kitchenware,2,4.95,9.9,Spain,Completed,Direct Mail & Wholesale
538572,17434,2010-11-28 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,2,1.65,3.3,United Kingdom,Completed,Direct Mail & Wholesale
538573,13235,2011-02-13 00:00:00,POST,POSTAGE,Postage & Packaging,1,18.0,18.0,United Kingdom,Completed,Direct Mail & Wholesale
538574,16480,2010-06-05 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,1,2.95,2.95,United Kingdom,Completed,Direct Mail & Wholesale
538575,14243,2011-05-25 00:00:00,22086,PAPER CHAIN KIT 50'S CHRISTMAS,Seasonal,2,2.95,5.9,United Kingdom,Completed,Direct Mail & Wholesale
538576,14732,2010-11-08 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
538577,18207,2010-08-08 00:00:00,22423,REGENCY CAKESTAND 3 TIER,Kitchenware,1,12.75,12.75,United Kingdom,Completed,Direct Mail & Wholesale
538578,13595,2010-12-23 00:00:00,85099B,JUMBO BAG RED RETROSPOT,Storage & Bags,6,1.95,11.7,United Kingdom,Completed,Direct Mail & Wholesale
538579,12628,2010-04-11 00:00:00,22383,LUNCH BAG SUKI DESIGN,Storage & Bags,4,1.65,6.6,United Kingdom,Completed,Direct Mail & Wholesale
538580,17391,2011-06-15 00:00:00,84879,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,1.69,1.69,United Kingdom,Completed,Direct Mail & Wholesale
