order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state,shipping_cost,discount_amount,total_amount
11085,2879,2022-10-28 06:04:22.872447,Returned,PayPal,City58,IL,14.62,0.0,654.3
11086,971,2023-11-27 12:52:56.120016,Completed,PayPal,City45,PA,7.51,0.0,91.04
11087,10417,2023-03-30 12:10:01.658792,Completed,PayPal,City56,PA,15.57,0.0,300.18
11088,12475,2023-11-23 05:19:42.627974,Completed,Apple Pay,City9,FL,19.91,0.0,83.92
11089,13825,2021-11-05 06:34:40.620586,Completed,PayPal,City52,NC,16.02,0.0,1050.18
11090,1005,2023-02-28 08:56:17.968471,Completed,Apple Pay,City52,NY,4.83,0.0,214.86
11091,2092,2023-03-24 22:49:21.477343,Completed,Credit Card,City87,PA,0.14,58.39,2959.73
11092,10394,2023-07-01 20:39:42.013761,Completed,Debit Card,City16,TX,24.33,0.0,1823.29
11093,4256,2023-10-27 15:59:23.278525,Cancelled,PayPal,City56,GA,3.11,0.0,2217.74
11094,1876,2023-02-21 22:30:33.065405,Completed,Debit Card,City90,MI,6.35,0.0,176.35
11095,14343,2023-12-25 20:55:12.135236,Completed,Debit Card,City42,FL,3.58,0.0,1432.55
11096,4868,2023-10-26 07:14:21.387723,Completed,Debit Card,City53,GA,7.31,0.0,917.78
11097,2462,2023-11-10 02:14:41.945471,Completed,PayPal,City94,CA,21.28,16.21,1389.22
11098,9181,2022-03-18 08:28:28.599403,Completed,Debit Card,City32,OH,2.42,0.0,776.56
11099,5654,2023-11-12 09:31:16.173599,Completed,Apple Pay,City43,NY,7.93,0.0,463.01
11100,2285,2023-12-21 07:50:07.441172,Completed,Apple Pay,City13,FL,8.11,312.19000000000005,3944.940000000001
11101,8306,2023-10-19 16:50:36.336597,Completed,Apple Pay,City30,FL,5.49,0.0,213.02
11102,15501,2022-03-22 10:15:27.408038,Completed,Apple Pay,City81,GA,0.87,0.0,28.94
11103,9557,2023-03-04 05:33:54.612965,Completed,PayPal,City38,IL,0.95,0.0,2367.28
11104,14304,2021-11-23 02:16:17.201271,Completed,Debit Card,City1,TX,6.69,0.0,7014.749999999999
11105,17308,2022-11-03 04:21:55.325304,Completed,Debit Card,City69,NC,23.96,0.0,183.71
11106,7499,2023-12-11 19:06:08.396575,Completed,PayPal,City28,NC,7.96,126.22,1031.5
11107,2047,2023-12-18 22:48:22.502469,Completed,Debit Card,City78,PA,10.36,0.0,148.26
11108,9629,2021-08-27 11:05:17.934898,Completed,Apple Pay,City49,OH,20.44,0.0,438.33
11109,2402,2023-06-06 08:13:40.934920,Completed,Debit Card,City73,OH,11.45,314.17,2622.8099999999995
11110,13852,2023-10-09 06:26:10.698499,Completed,PayPal,City70,MI,4.69,90.62,1950.1
11111,8576,2023-01-30 22:12:08.000106,Completed,Apple Pay,City74,PA,15.12,0.0,589.35
11112,7351,2023-10-22 17:42:34.068310,Completed,PayPal,City38,NC,15.85,24.44,706.21
11113,19583,2023-10-06 07:41:56.827444,Returned,Debit Card,City48,CA,11.82,0.0,1862.98
11114,3205,2023-09-07 11:42:23.433028,Completed,Debit Card,City63,GA,4.47,0.0,709.59
11115,11074,2023-09-07 08:18:04.422390,Returned,Debit Card,City74,NC,12.25,0.0,851.82
11116,7801,2023-04-04 17:24:54.119541,Completed,Debit Card,City71,IL,10.77,60.1,4776.9000000000015
11117,13847,2022-04-02 17:46:11.052434,Returned,PayPal,City11,CA,13.08,0.0,155.19000000000003
11118,4813,2023-09-05 09:26:09.526207,Completed,Debit Card,City56,OH,4.62,0.0,636.04
11119,16229,2022-09-08 05:26:13.843730,Completed,Credit Card,City96,FL,4.8,246.58,4049.54
11120,8426,2022-12-23 07:19:12.507579,Completed,Credit Card,City62,GA,21.07,0.0,501.73
11121,7656,2022-08-02 15:02:41.985692,Completed,Apple Pay,City13,TX,0.38,0.0,476.91
11122,14194,2023-11-19 07:27:16.298540,Returned,Debit Card,City10,IL,22.42,0.0,1333.48
11123,8859,2023-09-21 10:13:24.138816,Completed,Apple Pay,City36,IL,5.22,0.0,6282.46
11124,10305,2023-01-09 19:00:06.452370,Completed,PayPal,City52,OH,9.9,312.0,1365.8200000000002
11125,1106,2023-07-02 16:19:59.017734,Returned,Credit Card,City85,TX,14.34,0.0,3710.04
11126,9437,2021-06-25 07:32:47.642718,Cancelled,Credit Card,City87,CA,15.52,0.0,1265.71
11127,6986,2022-06-18 05:04:44.904407,Completed,PayPal,City15,CA,17.2,113.69,661.44
11128,3416,2023-11-06 05:30:25.931091,Cancelled,Debit Card,City63,MI,13.82,0.0,65.68
11129,9523,2023-01-01 20:07:13.309504,Completed,Credit Card,City22,IL,19.29,639.98,4211.24
11130,7934,2023-07-02 15:50:48.452771,Completed,Debit Card,City9,TX,2.48,27.55,1042.5
11131,390,2023-12-13 14:54:10.399169,Completed,Debit Card,City4,NY,6.88,0.0,273.14
11132,17804,2023-12-16 04:06:04.395129,Returned,Debit Card,City52,PA,7.55,0.0,263.33
11133,1492,2023-02-18 04:50:28.243888,Completed,Apple Pay,City23,IL,4.16,0.0,1806.26
11134,17549,2023-04-29 04:43:05.297053,Completed,Debit Card,City7,FL,14.01,0.0,295.47
11135,10527,2023-08-05 16:50:55.492729,Completed,PayPal,City98,FL,15.34,0.0,887.07
11136,12313,2021-08-01 03:31:01.866843,Completed,Apple Pay,City70,NC,9.74,0.0,1392.71
11137,18266,2023-05-31 09:53:45.147456,Completed,Credit Card,City68,CA,11.84,0.0,1613.49
11138,17266,2022-12-26 09:14:42.389521,Completed,Apple Pay,City32,PA,20.33,0.0,306.06
11139,449,2021-12-08 21:34:44.689056,Completed,Credit Card,City7,PA,20.77,0.0,510.7
11140,10575,2023-01-22 15:38:48.858790,Returned,Credit Card,City80,NY,14.09,100.2,1185.93
11141,9120,2023-09-27 06:37:13.727389,Returned,PayPal,City64,OH,18.91,694.22,6585.49
11142,16006,2023-06-18 21:00:23.900460,Completed,Apple Pay,City16,MI,7.04,0.0,2279.45
11143,16329,2021-11-01 22:12:17.224842,Completed,PayPal,City72,PA,14.44,0.0,2885.96
11144,8765,2023-06-23 13:30:30.316658,Completed,Apple Pay,City63,CA,20.84,0.0,307.03
11145,12161,2023-12-18 07:53:18.690403,Completed,Debit Card,City6,PA,20.56,0.0,326.25
11146,19947,2023-07-09 16:05:06.706741,Completed,Apple Pay,City32,CA,8.31,0.0,1500.5700000000002
11147,14157,2023-11-16 03:12:56.377783,Completed,PayPal,City58,NC,18.1,0.0,805.7
11148,15658,2021-08-20 00:37:31.106822,Completed,Debit Card,City83,NC,15.64,0.0,233.17
11149,13978,2022-09-29 00:48:16.893345,Completed,Debit Card,City64,NC,17.63,728.26,3763.6
11150,11805,2021-10-12 06:36:48.914152,Completed,PayPal,City63,IL,10.69,19.77,226.31
11151,11889,2023-12-22 08:58:21.540793,Completed,Credit Card,City65,IL,16.39,0.0,580.13
11152,2507,2023-12-07 07:18:43.530927,Returned,Credit Card,City84,CA,8.21,37.34,273.76
11153,15850,2023-12-04 11:05:29.563162,Completed,Debit Card,City2,OH,17.6,0.0,164.98
11154,10479,2022-08-15 03:42:30.979620,Completed,Debit Card,City8,GA,14.57,0.0,2265.48
11155,135,2023-08-20 22:37:49.146508,Completed,Credit Card,City48,NC,10.05,29.62,128.55
11156,7022,2022-08-13 03:30:55.376653,Completed,PayPal,City47,GA,22.12,369.95,6310.43
11157,2707,2023-11-10 14:11:14.509874,Completed,Debit Card,City32,MI,8.22,0.0,780.22
11158,3788,2022-09-07 17:58:14.924192,Completed,PayPal,City91,OH,21.13,0.0,391.48
11159,13037,2023-06-07 22:05:39.533611,Completed,PayPal,City81,IL,10.0,0.0,812.3
11160,14670,2022-10-03 04:27:05.654568,Completed,PayPal,City46,GA,24.7,0.0,7394.929999999999
11161,585,2023-06-12 15:47:47.365992,Completed,Debit Card,City60,PA,13.79,0.0,6722.19
11162,11747,2022-03-12 02:43:21.038765,Completed,Credit Card,City93,NY,22.58,0.0,345.9
11163,697,2023-10-10 07:53:09.432411,Completed,PayPal,City36,NC,3.1,0.0,430.27
11164,11610,2023-08-31 11:29:05.198272,Returned,Apple Pay,City5,PA,19.33,0.0,1663.1799999999998
11165,11473,2023-01-08 15:16:42.512659,Completed,Apple Pay,City49,GA,19.67,65.5,2455.7
11166,18695,2023-02-22 07:42:21.944421,Completed,Credit Card,City44,FL,1.47,0.0,5670.32
11167,2210,2022-12-30 05:13:12.117689,Completed,PayPal,City96,PA,21.32,0.0,132.46
11168,14645,2023-10-28 00:12:40.151051,Completed,Debit Card,City75,FL,3.26,0.0,463.79
11169,12799,2022-08-09 19:09:38.704416,Completed,PayPal,City17,PA,5.88,0.0,273.26
11170,1627,2022-05-22 18:49:09.180016,Completed,Apple Pay,City82,OH,9.25,115.5,969.61
11171,6734,2023-04-01 03:03:04.184321,Completed,PayPal,City88,MI,2.73,0.0,617.8000000000001
11172,19869,2023-07-20 15:52:06.915264,Completed,Credit Card,City58,MI,6.33,0.0,290.21
11173,5634,2023-02-04 10:33:34.756573,Completed,Credit Card,City59,NC,18.64,0.0,2128.41
11174,13960,2023-11-19 17:33:04.451707,Completed,Apple Pay,City93,CA,12.44,0.0,405.87
11175,3109,2022-10-06 02:48:10.924284,Returned,PayPal,City54,IL,20.24,0.0,681.5799999999999
11176,11349,2023-11-03 16:10:24.602756,Returned,PayPal,City6,NC,4.72,0.0,1184.8
11177,1155,2023-10-16 05:41:09.848952,Returned,Credit Card,City94,IL,21.92,0.0,378.28
11178,12493,2022-10-29 10:46:37.928409,Completed,Apple Pay,City49,MI,5.7,44.85,409.34
11179,15990,2022-12-09 10:13:23.004381,Completed,Debit Card,City14,TX,21.67,0.0,329.7
11180,850,2023-04-04 14:19:56.450916,Completed,PayPal,City17,IL,14.09,0.0,3005.34
11181,17457,2023-12-29 03:17:43.694843,Completed,PayPal,City37,PA,9.22,0.0,48.94
11182,1768,2023-03-27 03:31:20.779633,Completed,Credit Card,City20,NY,17.72,675.8,2776.03
11183,6599,2022-05-06 19:09:18.556257,Completed,Credit Card,City38,NC,24.47,0.0,113.93
11184,4022,2023-10-19 13:08:34.037471,Completed,Debit Card,City27,PA,17.06,27.77,174.41
11185,3859,2022-11-02 01:13:24.759463,Completed,Debit Card,City23,PA,24.4,0.0,407.29
11186,19090,2023-11-11 15:00:47.695766,Completed,PayPal,City36,NY,20.94,0.0,2682.130000000001
11187,4573,2023-09-23 01:01:58.997886,Completed,Debit Card,City64,CA,1.98,0.0,6430.06
11188,4867,2023-05-19 22:55:28.675935,Completed,Apple Pay,City76,TX,21.44,0.0,204.6
11189,5250,2021-11-25 14:54:07.635156,Completed,Credit Card,City9,PA,10.4,170.02,2056.7
11190,2665,2023-11-23 20:41:59.651800,Completed,Apple Pay,City57,PA,8.17,0.0,2081.69
11191,12786,2023-08-21 21:12:08.246609,Completed,Credit Card,City88,NC,7.88,0.0,1271.2700000000002
11192,4490,2022-12-09 00:44:12.162151,Completed,Apple Pay,City70,NY,24.24,0.0,72.14999999999999
11193,7019,2023-11-17 10:20:41.348229,Completed,PayPal,City50,FL,20.91,73.05,789.4399999999999
11194,11274,2023-12-18 01:08:05.875942,Completed,Apple Pay,City12,IL,5.37,0.0,184.85
11195,14055,2023-10-14 16:32:07.730851,Completed,Debit Card,City15,PA,2.27,0.0,226.34
11196,5730,2023-03-13 04:25:46.772251,Completed,Credit Card,City23,PA,0.55,0.0,933.0
11197,3806,2023-12-23 18:37:48.724931,Completed,Credit Card,City76,NC,7.81,0.0,6084.81
11198,8560,2021-09-16 18:52:24.419914,Completed,Credit Card,City55,NY,4.82,20.71,1641.37
11199,9152,2023-10-13 11:23:06.016716,Completed,PayPal,City49,TX,6.16,0.0,1073.59
11200,16280,2023-07-29 17:36:52.892421,Completed,Credit Card,City19,OH,17.15,21.0,498.25
11201,16206,2022-10-09 21:20:38.051205,Completed,PayPal,City54,FL,14.07,139.41,1977.02
11202,6605,2022-01-24 23:31:05.833168,Completed,Apple Pay,City40,CA,5.41,0.0,615.2099999999999
11203,16119,2023-08-10 12:29:16.611432,Completed,Debit Card,City55,GA,3.09,0.0,1568.85
11204,16059,2023-11-12 21:41:27.232081,Completed,PayPal,City55,NC,13.58,0.0,163.75
11205,5895,2023-10-10 00:16:01.537192,Completed,PayPal,City41,GA,5.01,583.42,7419.110000000001
11206,3318,2023-08-29 22:58:28.638293,Completed,PayPal,City3,NY,15.47,206.29,1791.8200000000002
11207,10143,2023-12-06 05:37:43.315059,Completed,Credit Card,City64,OH,12.84,281.87,1273.97
11208,389,2023-08-05 12:08:09.818087,Completed,Credit Card,City53,NY,21.39,0.0,1961.69
11209,6067,2021-09-15 00:10:05.781347,Completed,Debit Card,City75,GA,22.89,0.0,6128.46
11210,19462,2023-07-04 14:56:43.285312,Completed,Credit Card,City1,MI,15.89,0.0,832.5500000000001
11211,15767,2023-10-14 09:00:27.080361,Returned,PayPal,City81,TX,11.13,0.0,2980.57
11212,12112,2023-11-09 23:43:47.035718,Completed,PayPal,City91,MI,6.66,0.0,197.22
11213,14921,2022-07-17 18:44:01.698448,Completed,Apple Pay,City49,OH,3.98,1160.75,6581.58
11214,9421,2022-01-04 03:17:43.824780,Completed,Credit Card,City49,CA,3.75,0.0,136.88
11215,1652,2023-12-11 04:18:54.609309,Completed,PayPal,City37,NC,19.28,0.0,213.34
11216,10791,2023-12-28 05:23:04.740846,Completed,PayPal,City81,GA,24.82,1717.77,7201.349999999999
11217,4455,2023-11-29 03:31:09.881714,Completed,Debit Card,City32,IL,4.56,19.79,6128.25
11218,10814,2023-04-17 13:33:53.870013,Completed,Apple Pay,City27,IL,24.78,0.0,584.49
11219,72,2023-10-07 04:25:30.130048,Completed,Debit Card,City41,PA,4.95,0.0,878.6700000000001
11220,18832,2023-12-26 10:51:44.761621,Completed,Debit Card,City89,FL,2.7,0.0,148.47
11221,17938,2023-01-27 09:18:09.689635,Completed,Apple Pay,City43,PA,9.92,0.0,346.58000000000004
11222,19917,2023-08-22 06:02:49.982684,Completed,Credit Card,City43,NY,24.79,0.0,2225.12
11223,19887,2022-12-26 01:35:02.251129,Completed,PayPal,City3,IL,20.73,0.0,1473.06
11224,9680,2023-11-14 01:05:27.837089,Returned,Credit Card,City68,NC,9.62,0.0,665.42
11225,5969,2023-02-20 06:17:37.208258,Completed,Debit Card,City26,IL,16.25,100.9,419.85
11226,15085,2023-10-26 06:31:02.568771,Completed,Apple Pay,City4,CA,0.8,0.0,7356.57
11227,14872,2022-04-03 14:32:06.386351,Completed,Debit Card,City66,MI,0.45,0.0,3875.68
11228,17059,2023-08-08 16:08:13.563132,Completed,Debit Card,City4,FL,3.33,0.0,934.48
11229,3262,2022-11-06 12:51:55.055769,Completed,Credit Card,City76,FL,24.59,0.0,186.54
11230,2342,2022-01-05 10:49:41.364568,Completed,Credit Card,City66,IL,12.17,0.0,297.93
11231,4869,2022-07-28 09:45:08.626474,Completed,PayPal,City14,FL,8.05,0.0,1443.81
11232,10507,2023-06-26 15:05:32.730946,Completed,Credit Card,City91,IL,10.04,0.0,50.73
11233,2414,2021-12-19 05:05:39.525557,Completed,PayPal,City25,NC,22.07,39.04,178.23
11234,6799,2021-08-02 14:00:57.395493,Completed,Apple Pay,City58,NY,23.24,0.0,164.82000000000002
11235,963,2022-06-29 22:21:30.111108,Completed,Credit Card,City22,GA,7.75,0.0,1458.14
11236,6152,2023-08-04 02:55:46.522291,Completed,PayPal,City65,OH,21.48,63.87,1619.74
11237,1454,2023-11-29 03:29:18.344268,Completed,Debit Card,City43,MI,8.66,0.0,1028.51
11238,8525,2023-02-26 11:56:02.917336,Completed,PayPal,City74,OH,8.88,0.0,311.74
11239,18900,2022-06-28 17:24:05.198633,Completed,PayPal,City84,NC,14.27,0.0,3412.8299999999995
11240,17213,2023-12-24 20:37:08.515897,Completed,Debit Card,City45,GA,1.97,50.09,202.32
11241,9449,2023-04-23 11:03:44.598155,Completed,PayPal,City21,FL,23.64,0.0,281.82
11242,3395,2021-09-12 21:23:25.949909,Completed,Credit Card,City16,GA,12.54,0.0,140.85
11243,4569,2023-07-26 11:34:13.648926,Completed,Credit Card,City73,CA,11.55,0.0,581.49
11244,4133,2023-10-02 15:44:09.303947,Completed,Apple Pay,City61,PA,7.0,0.0,3713.48
11245,5575,2023-11-05 05:28:34.750250,Completed,PayPal,City87,OH,6.78,0.0,649.3699999999999
11246,18276,2023-09-27 20:51:07.282236,Completed,Apple Pay,City66,PA,19.52,469.48,4244.84
11247,8169,2023-02-12 13:01:21.404060,Returned,Debit Card,City84,MI,15.1,104.81,4320.88
11248,10544,2023-11-28 10:10:22.164866,Completed,Credit Card,City94,MI,13.56,18.33,117.41
11249,15549,2022-03-17 00:32:31.677083,Completed,Debit Card,City37,TX,20.45,0.0,1683.74
11250,18859,2023-08-13 18:51:17.859518,Completed,Apple Pay,City67,TX,6.81,56.37,2175.39
11251,19162,2023-11-12 01:56:48.091489,Returned,Debit Card,City16,NC,10.09,0.0,8843.769999999999
11252,3435,2023-06-01 05:53:25.471090,Returned,Apple Pay,City69,CA,6.25,0.0,254.37
11253,392,2023-12-23 03:23:33.535438,Completed,Apple Pay,City3,PA,18.24,0.0,1617.24
11254,11576,2023-11-12 23:06:01.695036,Completed,Debit Card,City19,CA,12.41,0.0,249.28
11255,14406,2023-12-02 02:39:00.725761,Returned,Apple Pay,City80,IL,13.11,64.06,3688.07
11256,6721,2023-06-11 15:01:53.428301,Returned,Debit Card,City32,MI,10.46,139.54,4235.910000000001
11257,5553,2021-06-20 07:54:31.131226,Completed,Credit Card,City11,NC,3.32,0.0,329.52
11258,3658,2022-11-02 20:15:56.463694,Completed,Credit Card,City85,FL,21.83,0.0,87.55
11259,18150,2023-04-14 09:24:29.050356,Completed,PayPal,City74,CA,21.17,0.0,1632.73
11260,12314,2023-03-22 16:51:23.919285,Completed,Debit Card,City62,MI,4.57,142.97,7092.44
11261,16904,2021-07-11 04:29:10.426841,Completed,Credit Card,City65,OH,8.32,29.15,270.71
11262,19532,2023-09-03 02:58:38.396910,Completed,PayPal,City91,TX,3.89,0.0,711.28
11263,2216,2023-07-04 04:10:41.649474,Completed,Credit Card,City50,PA,15.96,0.0,675.7
11264,7599,2021-05-22 19:28:42.731940,Completed,Credit Card,City57,TX,2.72,14.74,61.68
11265,14718,2023-10-28 05:11:13.289567,Completed,Apple Pay,City53,CA,20.85,12.89,72.43
11266,9883,2023-10-04 09:39:54.531256,Completed,Apple Pay,City24,FL,5.83,0.0,333.41
11267,19614,2023-02-07 12:30:09.835833,Completed,PayPal,City38,GA,1.05,0.0,654.2899999999998
11268,8073,2023-03-08 19:32:22.273325,Returned,Apple Pay,City71,OH,4.26,0.0,134.95
11269,6467,2023-05-12 13:50:09.578073,Completed,Credit Card,City44,CA,13.93,0.0,1729.8200000000002
11270,9120,2023-12-26 23:08:06.744067,Completed,PayPal,City30,TX,17.07,0.0,783.25
11271,14342,2023-12-05 09:53:48.286696,Completed,PayPal,City97,NY,13.56,6.5,72.08
11272,7580,2023-06-13 15:52:55.720307,Completed,Credit Card,City65,PA,21.3,55.21,756.67
11273,3137,2022-02-15 12:46:48.101726,Completed,Debit Card,City37,NY,24.44,0.0,948.53
11274,6845,2022-09-01 13:12:01.003727,Completed,Debit Card,City46,NY,9.42,0.0,2714.23
11275,8199,2023-10-20 04:22:53.517950,Completed,PayPal,City47,NC,9.8,0.0,442.09
11276,12966,2023-03-02 18:08:51.102646,Completed,Debit Card,City72,OH,3.06,0.0,871.88
11277,12002,2023-07-22 06:56:41.874775,Completed,Apple Pay,City74,FL,10.53,71.68,8650.07
11278,1022,2023-06-14 10:40:00.308751,Completed,Debit Card,City48,FL,11.54,0.0,567.79
11279,16000,2023-10-15 18:49:13.799583,Completed,Debit Card,City14,PA,13.2,26.27,1847.45
11280,500,2023-08-09 15:21:44.436007,Completed,Credit Card,City78,PA,20.57,0.0,112.57
11281,7624,2023-12-29 03:37:36.165672,Completed,PayPal,City21,NY,17.16,0.0,93.44
11282,10549,2023-09-07 02:45:38.105904,Completed,Debit Card,City13,NC,4.76,0.0,152.26
11283,16637,2022-10-11 02:08:56.018186,Completed,Credit Card,City49,IL,0.03,0.0,877.88
11284,6700,2023-12-11 12:34:18.885199,Returned,Credit Card,City47,CA,23.82,0.0,68.7
11285,18081,2023-07-20 23:06:05.518278,Completed,Credit Card,City88,OH,15.53,0.0,674.0799999999999
11286,4074,2023-09-19 20:32:16.631166,Completed,PayPal,City83,OH,22.29,128.51,3393.17
11287,899,2023-12-19 23:53:38.074212,Completed,PayPal,City56,MI,8.75,0.0,291.48
11288,5872,2023-05-18 00:50:51.544355,Completed,Credit Card,City27,GA,16.34,0.0,337.96
11289,7614,2022-12-21 14:51:53.658342,Completed,Apple Pay,City49,NY,13.52,113.69,2346.2000000000003
11290,10552,2022-01-23 06:18:06.915554,Returned,Credit Card,City84,NC,21.6,293.08,1193.9199999999998
11291,4466,2023-06-18 17:19:10.402222,Completed,Credit Card,City5,CA,15.36,0.0,200.63
11292,17529,2023-10-29 08:33:27.825663,Returned,PayPal,City68,FL,10.24,0.0,4349.98
11293,15770,2023-09-07 08:29:53.253062,Completed,Debit Card,City37,IL,19.42,83.85,1477.59
11294,18132,2023-05-04 00:20:24.511518,Returned,PayPal,City19,NY,20.07,0.0,1912.1
11295,11162,2023-08-04 02:24:52.999016,Completed,Credit Card,City98,FL,8.36,0.0,1217.74
11296,11604,2023-12-19 14:02:18.392702,Returned,Apple Pay,City91,FL,2.26,115.13,1038.42
11297,2299,2023-12-26 16:51:36.319727,Completed,Credit Card,City74,CA,5.27,0.0,278.48
11298,13965,2023-09-01 00:36:45.995272,Completed,Debit Card,City95,MI,23.01,0.0,2524.9700000000003
11299,3288,2022-06-20 00:41:21.010611,Returned,Debit Card,City4,IL,24.51,0.0,1278.47
11300,7696,2023-02-07 10:09:50.250514,Completed,PayPal,City61,OH,6.18,0.0,1308.18
11301,1092,2022-10-05 13:21:25.498683,Completed,Apple Pay,City52,CA,2.61,0.0,1666.87
11302,529,2023-05-15 00:57:28.145833,Returned,Apple Pay,City42,GA,5.58,0.0,4335.3
11303,13635,2023-05-09 01:44:39.985136,Completed,Debit Card,City43,CA,8.54,0.0,465.98
11304,16169,2021-05-26 19:50:23.131209,Completed,Credit Card,City54,NC,2.42,0.0,584.0799999999999
11305,13160,2022-07-09 22:27:15.838818,Completed,Credit Card,City13,CA,20.07,0.0,3437.92
11306,7633,2022-06-28 03:12:59.758797,Completed,PayPal,City8,TX,18.35,0.0,509.56000000000006
11307,18779,2023-12-14 14:26:51.928858,Completed,Debit Card,City13,NC,4.23,207.3,1178.92
11308,2264,2023-07-09 21:02:08.901593,Completed,Debit Card,City13,PA,3.63,0.0,1083.73
11309,3058,2023-12-29 20:01:18.173082,Completed,Apple Pay,City28,PA,12.61,114.93,663.86
11310,19343,2022-03-29 05:09:03.733930,Completed,PayPal,City79,IL,4.69,0.0,312.57
11311,7217,2022-02-21 10:56:38.065425,Completed,Apple Pay,City99,PA,14.5,0.0,90.78
11312,8025,2022-12-18 11:14:47.296106,Cancelled,Debit Card,City14,FL,15.78,0.0,1221.66
11313,3739,2023-10-21 00:17:17.046686,Completed,PayPal,City82,FL,2.24,0.0,117.25
11314,8377,2023-05-14 10:03:35.022964,Completed,Apple Pay,City78,TX,4.83,0.0,1961.88
11315,7549,2022-10-16 17:12:21.460542,Completed,Credit Card,City41,NY,4.43,0.0,411.57
11316,2529,2023-12-13 18:32:12.993671,Returned,PayPal,City31,PA,8.77,5.29,794.84
11317,276,2023-05-19 16:15:39.089466,Completed,Debit Card,City47,PA,20.36,0.0,3195.2200000000003
11318,7043,2023-06-27 12:39:06.429270,Completed,Debit Card,City2,FL,8.87,0.0,1192.1999999999998
11319,6921,2022-06-13 02:21:14.236817,Completed,Credit Card,City94,NC,16.54,59.83,973.09
11320,3196,2023-06-27 01:26:31.734333,Completed,PayPal,City81,GA,0.79,0.0,231.95
11321,19029,2022-04-16 19:18:02.640276,Cancelled,PayPal,City79,MI,23.7,68.83,2888.61
11322,1667,2023-11-18 08:30:13.095784,Cancelled,PayPal,City16,NY,24.16,0.0,864.0799999999999
11323,9398,2023-12-27 05:43:51.199574,Completed,PayPal,City34,FL,8.12,39.27,651.4499999999999
11324,12160,2023-02-02 11:09:56.530722,Returned,PayPal,City35,PA,24.06,47.94,582.9499999999999
11325,1478,2023-12-07 11:18:10.609944,Completed,Apple Pay,City24,FL,12.38,0.0,1035.16
11326,3163,2023-07-18 10:18:40.043737,Completed,PayPal,City19,MI,24.76,0.0,3258.0200000000004
11327,8858,2023-03-26 06:38:47.221965,Completed,Debit Card,City49,NC,8.85,0.0,2996.62
11328,9784,2021-09-23 09:21:20.073230,Completed,Credit Card,City49,NY,0.87,0.0,1417.8200000000002
11329,14143,2023-11-03 03:27:43.559304,Completed,Credit Card,City32,IL,23.48,22.52,302.3
11330,15670,2023-03-31 08:11:59.049367,Completed,Apple Pay,City47,OH,20.06,0.0,4619.620000000001
11331,11803,2023-10-24 08:16:49.260801,Completed,PayPal,City73,MI,22.79,266.25,1087.81
11332,10528,2021-04-14 21:08:58.055096,Completed,Apple Pay,City37,IL,13.85,0.0,1720.12
11333,13914,2023-11-10 07:49:24.156030,Completed,Credit Card,City90,NC,14.71,0.0,2604.1400000000003
11334,4405,2022-10-12 23:39:14.527058,Completed,Apple Pay,City20,IL,11.7,0.0,3886.46
11335,19855,2022-05-28 14:11:25.351250,Completed,Apple Pay,City42,FL,22.12,31.23,868.36
11336,7172,2022-05-18 16:27:19.589915,Completed,Credit Card,City20,FL,21.09,0.0,415.63
11337,14456,2023-06-06 11:10:33.629720,Completed,Debit Card,City18,MI,4.5,0.0,1088.62
11338,3921,2022-03-24 12:11:25.598538,Completed,Credit Card,City52,MI,13.75,0.0,128.11
11339,14756,2023-12-19 14:52:59.929635,Completed,Credit Card,City22,NY,17.1,0.0,4144.1
11340,1121,2023-06-04 06:27:27.386874,Completed,Debit Card,City3,CA,6.98,414.6,3139.5800000000004
11341,15621,2023-10-18 19:17:00.333803,Returned,PayPal,City73,NC,15.17,42.27,184.23
11342,19836,2022-11-05 02:03:05.932931,Cancelled,Apple Pay,City70,PA,4.02,0.0,251.48
11343,7673,2023-03-25 19:31:52.701220,Completed,Credit Card,City63,MI,1.96,4.55,20.14
11344,10513,2022-07-12 13:24:02.367002,Completed,PayPal,City55,NY,1.87,0.0,163.09
11345,17601,2021-07-09 19:15:38.513320,Completed,Debit Card,City35,CA,22.88,43.47,414.14
11346,19808,2023-11-28 12:44:06.885931,Completed,Credit Card,City94,MI,22.67,0.0,9790.58
11347,13580,2022-08-21 06:07:27.876464,Completed,Credit Card,City60,GA,22.99,0.0,1801.17
11348,8620,2022-04-08 09:30:19.277951,Completed,Credit Card,City28,OH,18.41,0.0,444.78
11349,14269,2023-10-12 19:01:23.142203,Completed,Debit Card,City45,PA,4.83,30.52,693.27
11350,14638,2023-12-29 23:56:54.172995,Completed,Apple Pay,City84,PA,14.87,335.19,1355.63
11351,17650,2023-07-07 06:28:12.249084,Completed,Debit Card,City7,MI,7.18,0.0,356.73
11352,14656,2023-01-29 05:49:24.663540,Completed,Credit Card,City80,NY,22.8,0.0,4476.33
11353,6077,2023-06-16 17:12:57.923391,Completed,Credit Card,City58,NY,6.77,0.0,140.56
11354,10309,2022-01-26 08:17:43.910907,Completed,PayPal,City1,IL,20.56,0.0,844.68
11355,11848,2023-09-28 14:43:06.074179,Completed,PayPal,City91,NY,12.85,120.78,495.99
11356,12122,2023-10-15 22:57:49.437368,Cancelled,Debit Card,City29,TX,17.54,628.52,3247.75
11357,10677,2023-04-30 17:43:59.100380,Completed,PayPal,City4,TX,19.86,66.45,285.65000000000003
