session_id,customer_id,session_date,channel,device,pages_viewed,session_duration,converted
76230,,2023-10-15 18:40:27,Referral,Mobile,3,90,0
76231,,2022-06-21 22:22:13,Email,Desktop,3,152,0
76232,,2022-04-24 06:17:43,Social Media,Mobile,8,56,0
76233,,2022-10-01 06:31:38,Paid Search,Mobile,3,32,0
76234,9710,2023-05-13 02:08:44,Organic Search,Desktop,7,8,0
76235,,2021-06-09 12:17:29,Organic Search,Desktop,6,81,0
76236,,2021-07-27 02:31:10,Paid Search,Mobile,3,52,0
76237,,2023-09-24 00:19:12,Email,Mobile,5,628,0
76238,,2023-09-12 12:17:22,Direct,Desktop,5,53,0
76239,,2022-03-20 16:56:29,Referral,Desktop,3,781,0
76240,,2022-11-05 06:09:29,Referral,Desktop,5,34,0
76241,956,2023-03-18 02:41:44,Paid Search,Desktop,5,480,0
76242,,2023-03-27 12:46:12,Paid Search,Mobile,4,110,0
76243,,2022-08-18 20:51:02,Direct,Desktop,5,242,0
76244,,2021-01-17 00:33:42,Paid Search,Tablet,9,215,0
76245,,2021-06-11 10:26:24,Social Media,Mobile,4,151,0
76246,16012,2021-04-22 19:57:54,Direct,Mobile,6,88,0
76247,,2021-04-19 09:04:20,Organic Search,Mobile,3,498,0
76248,,2023-09-20 08:11:46,Email,Tablet,4,58,0
76249,,2021-08-27 15:33:57,Social Media,Desktop,7,698,0
76250,,2022-11-23 09:15:26,Paid Search,Mobile,5,27,0
76251,15311,2022-08-16 17:16:43,Referral,Tablet,5,382,0
76252,,2023-10-16 23:50:15,Direct,Desktop,8,374,0
76253,,2021-01-20 21:19:06,Email,Desktop,3,19,0
76254,,2021-05-09 04:46:40,Paid Search,Desktop,5,467,0
76255,,2022-10-15 20:10:04,Organic Search,Tablet,6,388,0
76256,,2021-11-15 14:45:15,Paid Search,Desktop,5,331,0
76257,7800,2021-08-31 01:35:54,Organic Search,Mobile,10,193,0
76258,15564,2022-09-10 21:21:11,Organic Search,Mobile,5,250,0
76259,,2021-12-05 17:19:38,Direct,Mobile,3,4,1
76260,,2021-07-24 04:51:03,Organic Search,Desktop,4,257,0
76261,,2023-07-12 04:52:02,Direct,Mobile,6,51,0
76262,,2022-10-31 11:22:18,Direct,Mobile,7,49,0
76263,9506,2023-09-05 05:16:51,Email,Tablet,3,75,0
76264,,2021-10-30 23:49:31,Email,Desktop,2,193,0
76265,,2021-02-14 10:42:01,Paid Search,Desktop,6,35,0
76266,10083,2022-02-17 15:56:47,Email,Tablet,4,19,0
76267,,2021-07-11 17:32:40,Paid Search,Tablet,4,4,0
76268,,2023-07-25 12:45:38,Paid Search,Tablet,5,53,0
76269,,2022-12-17 18:52:08,Social Media,Tablet,6,31,0
76270,,2021-06-22 01:44:02,Paid Search,Mobile,3,119,0
76271,,2022-05-18 14:57:47,Referral,Mobile,7,87,0
76272,4256,2021-03-03 18:16:01,Organic Search,Mobile,6,142,1
76273,,2023-03-17 05:52:15,Direct,Mobile,5,144,0
76274,,2022-08-22 23:33:06,Referral,Desktop,6,95,0
76275,,2021-07-21 22:55:15,Email,Mobile,5,1,1
76276,7089,2023-12-16 05:21:43,Referral,Desktop,4,48,0
76277,,2021-06-18 01:05:57,Referral,Tablet,6,306,0
76278,,2022-04-28 20:50:52,Direct,Desktop,4,28,0
76279,6308,2022-11-13 09:29:18,Social Media,Mobile,5,62,0
76280,,2023-06-11 06:34:38,Paid Search,Mobile,3,53,0
76281,6288,2023-01-28 07:34:03,Referral,Mobile,5,52,0
76282,,2021-02-03 20:11:06,Direct,Mobile,4,278,0
76283,3661,2021-07-13 08:43:38,Email,Mobile,7,360,0
76284,,2022-08-05 02:06:30,Organic Search,Desktop,4,729,1
76285,,2023-09-04 21:48:41,Paid Search,Desktop,7,387,0
76286,,2022-02-18 14:54:57,Paid Search,Mobile,6,9,1
76287,,2021-03-20 19:51:27,Paid Search,Desktop,5,123,0
76288,,2023-04-27 02:14:05,Email,Mobile,6,11,0
76289,,2021-12-05 21:50:48,Email,Mobile,2,78,0
76290,,2022-03-04 13:24:05,Email,Mobile,6,181,0
76291,,2021-08-07 16:58:51,Direct,Desktop,5,432,0
76292,,2021-04-17 10:43:39,Organic Search,Desktop,5,177,0
76293,,2023-01-21 11:24:08,Email,Mobile,5,108,0
76294,16687,2023-07-05 22:48:34,Organic Search,Tablet,5,181,0
76295,1306,2023-04-29 02:28:34,Direct,Mobile,7,337,0
76296,11902,2022-09-29 19:08:09,Email,Tablet,2,392,0
76297,7035,2023-06-28 16:05:53,Email,Desktop,4,172,0
76298,,2023-11-04 19:43:51,Referral,Mobile,7,72,0
76299,,2022-03-31 00:34:32,Email,Mobile,6,7,0
76300,,2023-01-26 22:01:01,Direct,Mobile,3,231,1
76301,,2023-02-27 20:07:09,Direct,Mobile,6,36,0
76302,532,2022-07-06 23:18:59,Social Media,Mobile,4,563,0
76303,17446,2023-08-18 20:28:00,Organic Search,Mobile,5,95,0
76304,,2023-11-07 12:13:48,Social Media,Desktop,5,198,0
76305,18588,2022-01-11 07:23:02,Social Media,Tablet,7,116,0
76306,,2023-03-07 21:15:18,Organic Search,Desktop,2,332,0
76307,11166,2023-01-19 18:18:01,Referral,Mobile,7,93,0
76308,,2022-03-23 13:00:10,Social Media,Mobile,9,116,0
76309,14612,2022-05-06 19:15:49,Direct,Tablet,11,88,0
76310,,2023-05-07 14:17:23,Paid Search,Mobile,3,83,0
76311,,2022-06-09 08:43:36,Social Media,Mobile,5,102,0
76312,,2021-10-20 18:05:14,Direct,Mobile,7,363,0
76313,,2023-02-16 04:23:08,Referral,Mobile,3,62,0
76314,,2021-04-10 19:01:44,Social Media,Mobile,7,65,0
76315,,2021-07-08 17:14:15,Direct,Desktop,2,28,0
76316,,2023-01-12 06:58:23,Email,Mobile,6,65,0
76317,,2023-11-23 08:03:00,Paid Search,Desktop,4,8,0
76318,,2022-07-30 21:08:46,Organic Search,Desktop,5,14,0
76319,,2022-09-27 10:05:31,Paid Search,Mobile,1,304,0
76320,18972,2021-03-22 13:07:08,Direct,Desktop,7,79,0
76321,,2023-05-10 08:00:12,Paid Search,Desktop,5,149,0
76322,,2021-01-05 02:35:30,Referral,Desktop,6,325,0
76323,,2023-03-16 14:20:56,Referral,Desktop,3,111,0
76324,,2023-01-22 16:40:03,Email,Mobile,6,160,0
76325,,2023-07-19 17:10:56,Email,Desktop,8,1,0
76326,9119,2022-04-11 02:21:52,Social Media,Mobile,6,249,0
76327,13859,2023-03-22 17:32:19,Email,Desktop,4,558,0
76328,,2022-10-25 17:25:32,Organic Search,Desktop,7,222,0
76329,7520,2023-07-23 11:03:36,Paid Search,Mobile,7,64,0
76330,,2022-02-19 09:20:12,Referral,Mobile,6,305,0
76331,3086,2022-09-02 01:18:30,Referral,Mobile,1,738,1
76332,14348,2022-12-10 23:46:35,Email,Desktop,4,14,0
76333,,2023-03-21 17:19:17,Referral,Mobile,3,51,0
76334,3264,2021-08-03 14:26:46,Paid Search,Desktop,2,1212,0
76335,,2021-01-15 08:29:58,Paid Search,Mobile,4,125,0
76336,,2023-07-29 12:35:12,Referral,Mobile,6,332,0
76337,,2022-09-28 08:46:12,Organic Search,Desktop,7,145,0
76338,,2021-05-24 01:03:38,Organic Search,Desktop,5,327,1
76339,,2022-03-29 09:18:57,Direct,Desktop,6,371,0
76340,15337,2021-04-05 02:39:16,Email,Mobile,4,51,0
76341,,2021-04-12 16:23:02,Organic Search,Tablet,6,560,0
76342,,2021-02-23 23:45:44,Direct,Mobile,7,238,0
76343,19421,2021-01-06 00:42:08,Email,Desktop,6,109,0
76344,15108,2021-10-19 05:52:43,Social Media,Mobile,3,135,0
76345,,2023-08-30 18:06:24,Organic Search,Desktop,4,16,0
76346,11797,2021-04-25 18:57:27,Email,Mobile,4,55,0
76347,,2023-12-03 14:56:11,Organic Search,Mobile,4,176,0
76348,,2022-06-04 16:32:30,Organic Search,Tablet,8,379,0
76349,,2023-08-28 02:19:11,Referral,Desktop,6,69,0
76350,12130,2021-07-13 17:11:57,Paid Search,Desktop,4,8,0
76351,,2021-08-29 08:17:13,Email,Desktop,7,57,0
76352,,2021-05-18 21:52:33,Direct,Desktop,9,99,0
76353,,2022-04-02 22:10:25,Social Media,Mobile,8,458,0
76354,,2022-05-27 12:48:16,Referral,Mobile,5,37,0
76355,17623,2023-06-17 02:19:44,Referral,Desktop,9,411,0
76356,,2021-11-04 11:28:31,Email,Mobile,3,36,0
76357,,2021-12-27 12:49:33,Direct,Desktop,7,77,0
76358,,2021-11-04 23:48:47,Paid Search,Mobile,4,280,1
76359,,2021-02-09 10:37:43,Paid Search,Desktop,4,16,0
76360,,2022-05-24 15:14:53,Organic Search,Tablet,7,14,0
76361,,2023-03-25 15:42:38,Organic Search,Mobile,6,183,0
76362,,2022-02-20 07:10:42,Email,Tablet,5,133,0
76363,,2023-10-31 18:11:54,Direct,Mobile,5,226,0
76364,11925,2021-09-27 05:59:30,Referral,Desktop,9,407,0
76365,9149,2021-11-07 05:31:58,Paid Search,Desktop,2,97,0
76366,,2023-12-14 11:05:44,Referral,Mobile,6,40,0
76367,,2021-01-09 22:49:44,Social Media,Desktop,6,132,0
76368,,2022-02-07 20:41:18,Social Media,Mobile,5,358,0
76369,,2023-06-19 22:55:40,Email,Mobile,6,14,0
76370,11186,2023-12-16 09:15:52,Referral,Mobile,5,1071,0
76371,12165,2022-01-10 15:02:20,Email,Desktop,3,28,0
76372,,2023-04-18 02:08:44,Referral,Desktop,5,526,0
76373,,2023-04-06 08:56:01,Direct,Desktop,6,132,0
76374,,2023-02-04 18:26:47,Referral,Mobile,5,236,1
76375,15074,2021-05-20 20:03:08,Paid Search,Desktop,4,367,0
76376,18706,2021-06-17 06:20:01,Referral,Tablet,4,402,0
76377,,2023-11-20 11:47:35,Paid Search,Tablet,6,218,0
76378,16136,2022-02-27 20:29:54,Referral,Mobile,1,148,0
76379,,2022-06-23 23:46:03,Organic Search,Mobile,5,2,0
76380,,2021-10-06 15:21:04,Email,Mobile,5,59,0
76381,,2022-07-19 06:00:24,Paid Search,Mobile,9,96,0
76382,42,2022-03-08 19:33:20,Organic Search,Desktop,6,331,0
76383,1745,2021-09-21 00:40:06,Paid Search,Mobile,3,134,0
76384,,2021-11-06 10:24:30,Email,Tablet,4,28,0
76385,6362,2021-06-20 23:19:20,Email,Mobile,8,208,0
76386,,2023-02-09 14:22:17,Social Media,Desktop,3,241,0
76387,,2023-06-05 05:37:41,Organic Search,Mobile,5,280,0
76388,7538,2023-10-17 03:48:18,Organic Search,Mobile,7,87,0
76389,,2021-01-23 18:33:49,Referral,Mobile,8,127,0
76390,,2023-09-22 08:36:07,Social Media,Mobile,6,46,0
76391,,2021-12-17 07:50:33,Social Media,Mobile,5,113,0
76392,,2021-07-21 15:41:44,Referral,Mobile,7,22,0
76393,4249,2023-06-07 13:25:00,Referral,Mobile,5,115,0
76394,,2023-02-22 09:01:42,Email,Mobile,5,246,0
76395,18084,2021-03-03 15:49:38,Referral,Mobile,5,311,0
76396,6494,2023-01-05 15:56:24,Paid Search,Mobile,3,44,0
76397,,2023-01-01 21:30:27,Organic Search,Mobile,6,21,0
76398,,2023-10-01 05:59:07,Referral,Mobile,6,93,0
76399,,2022-10-15 21:49:20,Organic Search,Tablet,5,124,0
76400,12248,2022-05-04 10:01:26,Paid Search,Mobile,3,133,0
76401,11551,2021-12-18 21:35:15,Social Media,Mobile,6,589,0
76402,3420,2021-02-11 08:17:01,Direct,Mobile,4,67,0
76403,,2021-04-29 15:37:49,Social Media,Mobile,5,196,0
76404,17240,2022-04-24 06:40:05,Paid Search,Mobile,5,247,0
76405,9552,2023-06-29 03:32:01,Paid Search,Desktop,5,13,0
76406,,2022-07-28 21:46:01,Direct,Desktop,5,50,0
76407,3302,2022-06-21 17:09:42,Organic Search,Desktop,4,39,0
76408,,2021-01-31 11:02:14,Direct,Mobile,6,289,0
76409,6653,2023-07-04 05:51:33,Paid Search,Desktop,7,22,0
76410,,2022-01-01 00:36:19,Organic Search,Tablet,6,45,0
76411,,2023-05-02 03:28:48,Social Media,Desktop,2,2,0
76412,2583,2021-06-01 12:46:17,Paid Search,Desktop,9,88,0
76413,,2023-08-06 21:12:37,Email,Mobile,4,28,0
76414,12193,2023-04-29 08:29:08,Organic Search,Tablet,6,87,0
76415,,2022-11-27 04:14:53,Organic Search,Desktop,4,684,0
76416,15318,2022-03-28 22:05:36,Direct,Desktop,3,138,0
76417,,2023-10-31 08:50:42,Referral,Desktop,4,190,0
76418,,2022-11-15 22:50:27,Paid Search,Mobile,5,69,0
76419,15683,2021-04-21 06:17:46,Direct,Mobile,2,115,0
76420,,2023-01-23 21:54:14,Social Media,Mobile,2,293,0
76421,,2023-11-02 05:50:52,Social Media,Mobile,3,45,0
76422,6673,2023-04-01 23:58:08,Direct,Mobile,1,226,0
76423,9145,2022-05-22 13:49:21,Paid Search,Desktop,3,222,0
76424,,2023-08-07 04:03:25,Direct,Mobile,5,1,0
76425,,2021-09-10 07:46:13,Email,Desktop,3,108,0
76426,,2023-06-14 14:39:41,Direct,Mobile,3,36,0
76427,,2021-12-06 20:15:36,Direct,Mobile,7,77,0
76428,7088,2022-01-26 19:33:13,Organic Search,Desktop,9,50,0
76429,,2021-07-03 00:44:44,Referral,Desktop,5,102,0
76430,,2021-04-16 23:14:43,Referral,Mobile,4,161,0
76431,,2023-05-08 16:50:27,Paid Search,Desktop,3,161,0
76432,,2021-05-18 09:35:43,Email,Desktop,4,278,0
76433,4639,2021-05-09 03:14:34,Organic Search,Desktop,3,160,0
76434,,2022-06-20 03:07:28,Organic Search,Mobile,3,316,0
76435,4241,2021-11-06 09:58:28,Organic Search,Mobile,9,98,0
76436,,2023-11-27 11:03:42,Social Media,Desktop,2,173,0
76437,,2021-08-07 20:06:30,Direct,Desktop,3,79,0
76438,,2021-09-16 18:25:21,Social Media,Mobile,7,116,0
76439,,2022-10-07 06:42:13,Social Media,Desktop,6,432,0
76440,,2021-01-08 16:56:16,Organic Search,Mobile,8,102,0
76441,,2022-05-17 09:11:20,Paid Search,Desktop,5,225,0
76442,,2021-03-31 18:38:57,Social Media,Desktop,4,85,0
76443,,2023-08-23 00:56:28,Email,Mobile,4,24,0
76444,15251,2021-01-03 22:23:10,Paid Search,Desktop,2,30,0
76445,14482,2021-10-14 11:37:08,Email,Desktop,2,314,0
76446,9750,2023-05-19 10:43:39,Referral,Desktop,7,377,0
76447,,2021-08-28 17:49:20,Email,Mobile,2,19,0
76448,,2022-05-28 09:37:07,Paid Search,Desktop,6,131,0
76449,,2022-08-30 00:07:57,Organic Search,Desktop,4,3,1
76450,3765,2021-11-16 11:43:32,Email,Desktop,6,57,0
76451,2270,2021-09-03 07:18:33,Direct,Mobile,4,3,0
76452,,2022-01-09 07:13:34,Referral,Mobile,7,544,0
76453,,2023-05-24 01:30:41,Paid Search,Mobile,3,44,0
76454,,2022-03-26 13:14:02,Referral,Mobile,5,189,0
76455,,2023-03-01 21:41:23,Email,Mobile,4,35,0
76456,,2023-12-16 14:08:20,Referral,Mobile,7,58,0
76457,,2021-02-11 08:20:33,Referral,Mobile,3,7,0
76458,11959,2023-05-29 19:47:39,Email,Tablet,5,85,0
76459,,2023-05-01 15:55:21,Social Media,Mobile,4,183,0
76460,,2023-07-27 20:51:48,Social Media,Mobile,4,6,0
76461,18653,2023-02-16 16:18:12,Social Media,Mobile,4,409,0
76462,,2021-02-22 00:13:43,Referral,Mobile,6,37,0
76463,,2021-11-06 00:11:58,Direct,Desktop,5,389,0
76464,,2023-11-21 04:50:48,Email,Desktop,6,184,0
76465,,2023-09-26 04:50:20,Email,Mobile,9,33,0
76466,,2021-03-19 03:27:41,Organic Search,Mobile,6,343,0
76467,,2021-07-13 06:45:53,Social Media,Mobile,4,181,0
76468,,2023-10-06 19:10:45,Paid Search,Desktop,4,304,0
76469,2370,2021-05-04 06:24:32,Paid Search,Mobile,3,149,0
76470,5505,2023-07-08 19:13:05,Referral,Mobile,6,35,0
76471,12253,2021-07-31 07:01:11,Organic Search,Mobile,6,364,0
76472,,2023-04-04 11:35:48,Referral,Desktop,4,146,0
76473,,2021-08-18 01:40:21,Direct,Mobile,4,252,0
76474,13952,2023-08-25 06:57:53,Email,Tablet,10,15,0
76475,,2022-06-08 04:07:23,Social Media,Desktop,3,95,0
76476,,2022-01-09 22:06:29,Social Media,Desktop,5,212,0
76477,,2021-11-12 17:31:50,Email,Desktop,7,70,0
76478,,2022-07-06 03:11:33,Referral,Mobile,5,10,0
76479,,2021-10-25 19:32:56,Email,Tablet,2,88,0
76480,,2022-03-13 10:32:33,Paid Search,Mobile,5,382,0
76481,,2023-11-28 17:27:19,Referral,Desktop,7,6,0
76482,,2021-10-17 02:49:02,Email,Tablet,2,190,0
76483,,2021-02-10 20:25:48,Email,Desktop,3,133,1
76484,,2022-06-22 21:00:03,Referral,Desktop,3,204,0
76485,,2023-02-08 00:10:57,Paid Search,Mobile,8,15,0
76486,9759,2022-03-17 00:40:51,Email,Desktop,4,176,0
76487,,2023-02-18 13:27:53,Social Media,Desktop,5,325,0
76488,,2022-05-11 15:33:55,Paid Search,Tablet,4,269,0
76489,,2023-02-14 12:48:54,Direct,Desktop,5,527,0
76490,,2022-12-08 12:14:26,Direct,Desktop,6,187,0
76491,,2021-03-24 02:51:19,Referral,Desktop,3,155,0
76492,,2023-08-25 11:08:18,Referral,Desktop,5,673,0
76493,,2021-06-25 23:58:49,Organic Search,Tablet,6,20,0
76494,,2023-01-07 17:30:08,Referral,Desktop,8,188,0
76495,14442,2022-06-11 15:29:20,Organic Search,Desktop,5,170,0
76496,18243,2023-04-22 14:01:33,Organic Search,Mobile,3,45,0
76497,19390,2023-09-28 04:56:46,Paid Search,Mobile,4,259,0
76498,,2021-01-10 20:24:02,Organic Search,Desktop,4,42,0
76499,,2023-08-19 08:21:12,Paid Search,Mobile,2,723,0
76500,,2023-11-29 09:57:57,Organic Search,Desktop,2,41,0
76501,,2023-11-18 22:38:28,Paid Search,Mobile,3,356,0
76502,,2022-02-26 23:05:16,Referral,Mobile,8,70,0
76503,,2021-01-10 22:00:14,Referral,Mobile,8,551,0
76504,,2022-09-29 03:09:03,Paid Search,Desktop,4,22,0
76505,8506,2021-11-13 20:15:19,Paid Search,Mobile,4,450,0
76506,,2023-07-21 21:39:35,Social Media,Desktop,8,8,0
76507,,2021-09-22 14:14:43,Paid Search,Desktop,3,467,0
76508,,2023-08-09 22:12:12,Email,Mobile,6,194,0
76509,,2023-02-21 05:13:22,Organic Search,Mobile,5,164,0
76510,,2023-03-09 20:07:55,Referral,Mobile,10,30,0
76511,,2023-05-24 20:41:42,Referral,Mobile,9,42,0
76512,,2022-05-19 08:10:49,Social Media,Mobile,2,176,0
76513,,2021-08-28 17:59:44,Paid Search,Desktop,3,0,1
76514,4555,2022-09-03 07:50:11,Referral,Mobile,4,104,0
76515,11614,2021-08-28 11:27:31,Direct,Desktop,6,3,0
76516,,2022-04-09 09:22:43,Direct,Mobile,5,326,0
76517,,2021-06-18 11:13:00,Paid Search,Desktop,3,239,1
76518,,2023-11-08 18:17:07,Direct,Mobile,6,87,0
76519,,2021-04-15 00:50:17,Organic Search,Mobile,5,229,0
76520,,2021-02-01 21:29:56,Direct,Mobile,4,22,0
76521,,2022-10-07 02:24:17,Direct,Mobile,7,90,0
76522,15756,2023-07-17 23:26:47,Organic Search,Desktop,10,146,0
76523,1025,2022-08-01 20:48:41,Email,Desktop,3,10,0
76524,13264,2023-10-24 08:27:26,Referral,Mobile,4,2,0
76525,2568,2023-09-25 21:08:50,Social Media,Mobile,5,841,0
76526,,2023-01-10 11:38:55,Direct,Desktop,6,66,1
76527,14618,2023-05-01 10:05:24,Social Media,Mobile,6,178,0
76528,,2022-11-22 17:18:17,Organic Search,Tablet,6,75,0
76529,,2021-03-15 13:39:44,Direct,Desktop,4,1069,0
76530,,2021-07-11 11:11:18,Paid Search,Desktop,4,82,0
76531,,2022-06-19 02:01:10,Referral,Desktop,2,541,0
76532,,2022-12-31 15:17:00,Organic Search,Desktop,6,34,0
76533,,2021-04-23 02:11:27,Paid Search,Desktop,1,245,0
76534,1477,2021-12-19 09:33:08,Direct,Desktop,3,136,0
76535,16737,2023-02-25 07:28:26,Organic Search,Mobile,3,45,0
76536,,2022-06-09 15:15:49,Referral,Mobile,4,78,0
76537,,2023-12-28 16:53:21,Paid Search,Mobile,7,25,0
76538,,2022-04-22 05:33:34,Paid Search,Mobile,4,372,0
76539,,2023-09-19 15:46:19,Email,Desktop,6,297,0
76540,,2022-05-31 14:31:20,Email,Desktop,5,22,0
76541,,2023-10-31 21:24:44,Social Media,Tablet,7,229,0
76542,,2022-12-01 06:08:56,Organic Search,Mobile,4,169,0
76543,14429,2021-07-09 18:58:12,Direct,Mobile,5,15,0
76544,,2022-10-04 21:24:04,Email,Mobile,2,133,0
76545,3600,2023-01-28 00:30:19,Referral,Mobile,6,17,0
76546,3878,2022-06-09 12:28:29,Referral,Mobile,8,227,0
76547,,2022-10-10 02:43:50,Organic Search,Tablet,1,156,0
76548,,2021-05-30 18:52:15,Organic Search,Tablet,7,8,0
76549,16904,2022-03-22 02:59:28,Referral,Desktop,4,165,0
76550,,2023-07-18 12:44:24,Social Media,Desktop,5,209,0
76551,19928,2021-09-05 21:53:35,Paid Search,Mobile,5,55,0
76552,,2021-01-23 02:19:48,Organic Search,Desktop,6,213,0
76553,,2023-07-15 01:58:32,Social Media,Mobile,2,270,0
76554,,2021-01-04 01:00:31,Referral,Tablet,4,47,0
76555,3632,2023-02-01 12:43:28,Referral,Desktop,7,365,0
76556,2764,2023-07-23 07:13:43,Referral,Desktop,6,446,0
76557,,2022-09-15 21:28:09,Email,Tablet,3,516,0
76558,,2023-01-16 23:37:21,Referral,Tablet,6,39,0
76559,4456,2022-07-21 18:36:44,Email,Mobile,3,110,0
76560,1419,2022-05-31 21:13:00,Social Media,Mobile,7,4,0
76561,,2022-01-21 22:33:46,Referral,Mobile,3,967,0
76562,,2022-05-10 14:17:38,Paid Search,Mobile,2,263,0
76563,9107,2022-01-25 06:54:33,Email,Mobile,2,554,0
76564,,2023-06-09 03:10:02,Referral,Mobile,3,17,0
76565,12951,2023-04-12 01:04:25,Referral,Mobile,9,330,0
76566,,2021-02-10 15:52:58,Organic Search,Mobile,3,140,0
76567,,2023-12-01 13:48:55,Email,Mobile,5,109,0
76568,2878,2022-07-22 20:36:14,Email,Mobile,3,26,0
76569,,2021-12-28 04:17:28,Referral,Mobile,2,37,0
76570,,2021-01-23 22:54:55,Organic Search,Mobile,2,102,0
76571,,2023-12-22 02:18:09,Referral,Mobile,7,24,0
76572,13658,2021-04-30 00:53:01,Social Media,Tablet,3,109,0
76573,,2022-05-16 00:48:14,Organic Search,Mobile,5,78,0
76574,3972,2022-12-25 06:10:45,Referral,Mobile,4,43,0
76575,,2022-10-04 04:19:57,Referral,Mobile,4,0,0
76576,,2022-05-16 18:10:23,Direct,Mobile,3,348,0
76577,,2022-01-23 17:28:03,Organic Search,Mobile,6,32,0
76578,7531,2021-09-19 17:41:59,Social Media,Mobile,9,175,0
76579,,2023-03-22 15:14:28,Paid Search,Mobile,3,49,0
76580,,2023-07-25 17:14:54,Direct,Desktop,6,196,0
76581,,2023-08-14 16:20:09,Organic Search,Mobile,2,26,0
76582,,2023-11-16 15:39:53,Email,Desktop,5,91,0
76583,,2021-10-18 02:29:36,Social Media,Tablet,4,69,1
76584,,2021-10-05 19:30:32,Paid Search,Mobile,6,620,0
76585,,2021-10-16 09:54:49,Paid Search,Desktop,4,108,0
76586,,2021-05-26 07:52:43,Paid Search,Desktop,7,437,0
76587,,2023-07-05 01:53:10,Direct,Mobile,4,19,0
76588,,2023-04-06 17:49:39,Direct,Mobile,7,3,0
76589,,2021-02-13 01:23:16,Organic Search,Mobile,5,387,0
76590,,2023-12-24 18:28:10,Paid Search,Desktop,4,89,0
76591,,2022-10-24 20:58:29,Direct,Desktop,2,98,0
76592,,2022-12-28 18:32:33,Social Media,Mobile,4,322,1
76593,,2021-12-31 17:12:10,Referral,Desktop,4,32,0
76594,4372,2021-10-19 10:55:04,Referral,Mobile,6,56,0
76595,11194,2023-11-06 00:56:54,Email,Desktop,2,27,0
76596,,2021-09-18 11:11:03,Social Media,Desktop,3,238,0
76597,16516,2023-07-20 02:38:54,Organic Search,Desktop,3,339,0
76598,2804,2023-06-18 12:40:36,Social Media,Mobile,4,26,0
76599,,2021-10-01 04:41:39,Social Media,Desktop,7,208,0
76600,,2023-10-02 07:26:31,Organic Search,Mobile,4,126,0
76601,,2022-10-26 13:12:55,Direct,Mobile,9,22,0
76602,17340,2022-04-29 18:19:03,Direct,Desktop,7,183,0
76603,11672,2021-01-29 12:06:45,Email,Mobile,6,23,0
76604,8508,2022-11-08 09:53:42,Email,Mobile,3,583,0
76605,,2022-07-03 00:00:29,Organic Search,Mobile,6,91,0
76606,,2021-05-27 12:32:26,Direct,Desktop,5,101,0
76607,,2022-02-16 05:25:36,Direct,Desktop,2,112,0
76608,,2023-03-15 14:15:38,Paid Search,Desktop,3,82,0
76609,,2021-08-24 16:29:44,Referral,Mobile,2,33,0
76610,8800,2023-04-21 10:29:10,Direct,Mobile,3,73,0
76611,15695,2022-06-01 20:05:12,Organic Search,Mobile,7,466,0
76612,,2023-04-12 23:42:17,Social Media,Desktop,4,95,0
76613,7843,2021-05-27 06:10:53,Paid Search,Mobile,2,55,0
76614,,2023-10-12 23:47:46,Referral,Desktop,4,39,0
76615,6567,2023-10-21 16:35:30,Email,Mobile,3,544,0
76616,,2022-04-02 17:38:05,Organic Search,Mobile,5,11,0
76617,14939,2021-05-08 09:47:27,Direct,Mobile,5,89,0
76618,9475,2022-02-07 10:14:10,Email,Mobile,2,133,0
76619,,2021-05-11 01:41:25,Email,Mobile,4,466,0
76620,,2023-12-17 10:06:11,Direct,Desktop,5,31,0
76621,,2023-03-06 15:45:06,Direct,Mobile,4,318,1
76622,,2023-06-27 12:09:47,Referral,Desktop,3,178,0
76623,,2021-01-03 12:34:29,Organic Search,Mobile,4,1,0
76624,4509,2023-04-22 10:34:57,Paid Search,Desktop,3,89,0
76625,,2022-10-22 04:22:38,Email,Mobile,6,165,0
76626,,2022-06-19 06:07:38,Email,Mobile,5,49,0
76627,13478,2021-01-24 11:21:58,Paid Search,Tablet,7,155,0
76628,,2021-11-16 11:50:30,Paid Search,Desktop,7,304,0
76629,10198,2022-08-31 22:48:05,Direct,Desktop,5,43,0
76630,,2023-07-31 16:16:34,Social Media,Mobile,5,534,0
76631,12087,2021-06-09 11:50:44,Social Media,Tablet,5,13,0
76632,10909,2021-07-20 21:40:46,Social Media,Mobile,6,588,1
76633,,2022-10-24 17:11:06,Referral,Mobile,5,219,0
76634,,2021-05-14 18:25:38,Social Media,Mobile,3,385,0
76635,14356,2021-01-01 05:40:59,Referral,Desktop,7,226,0
76636,15849,2021-06-24 18:48:09,Referral,Mobile,6,290,0
76637,,2023-09-28 12:56:05,Social Media,Mobile,4,192,0
76638,12650,2023-12-18 07:11:33,Organic Search,Desktop,7,244,0
76639,,2023-08-19 11:15:05,Organic Search,Mobile,2,95,0
76640,,2023-05-05 06:32:15,Direct,Mobile,3,0,0
76641,9999,2023-09-25 21:22:15,Organic Search,Desktop,3,218,0
76642,19275,2021-11-17 01:23:44,Email,Mobile,8,374,0
76643,,2023-11-24 09:19:47,Email,Mobile,7,13,0
76644,15821,2023-11-28 12:05:14,Direct,Desktop,5,235,0
76645,,2023-06-05 05:06:32,Direct,Desktop,1,427,0
76646,,2021-02-24 14:03:19,Organic Search,Mobile,3,67,0
76647,,2021-11-23 16:09:37,Paid Search,Desktop,11,236,0
76648,9257,2022-12-25 02:35:54,Paid Search,Desktop,6,104,0
