order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,acquisition_channel,shipping_state,order_status
GA4-103464,USR-2825,2025-08-24,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,IL,Completed
GA4-103465,USR-1029,2025-09-12,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NY,Completed
GA4-103466,USR-4819,2025-03-01,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,TX,Completed
GA4-103467,USR-2970,2025-01-03,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Display,CO,Completed
GA4-103468,USR-5862,2025-09-04,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,WA,Completed
GA4-103469,USR-2359,2025-05-04,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,IL,Completed
GA4-103470,USR-6787,2025-10-01,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,CA,Completed
GA4-103471,USR-3604,2025-07-18,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,IL,Completed
GA4-103472,USR-6360,2025-06-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,3,65.0,195.0,Organic Search,NY,Completed
GA4-103473,USR-1142,2025-11-07,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,MA,Completed
GA4-103474,USR-6542,2026-01-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CO,Completed
GA4-103475,USR-3313,2025-11-04,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,MA,Completed
GA4-103476,USR-2795,2025-02-17,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,WA,Completed
GA4-103477,USR-7007,2025-04-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,NY,Completed
GA4-103478,USR-6983,2025-03-11,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,IL,Completed
GA4-103479,USR-5067,2025-01-05,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,MA,Completed
GA4-103480,USR-6259,2025-12-16,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Referral,CA,Completed
GA4-103481,USR-6973,2025-11-06,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Referral,NC,Completed
GA4-103482,USR-2017,2025-03-10,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Referral,FL,Completed
GA4-103483,USR-4779,2025-02-01,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,CO,Completed
GA4-103484,USR-3295,2025-04-18,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,CO,Completed
GA4-103485,USR-6043,2025-12-18,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,CO,Completed
GA4-103486,USR-4305,2025-06-17,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,CA,Completed
GA4-103487,USR-2213,2025-05-01,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Direct,CO,Completed
GA4-103488,USR-2535,2025-10-29,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,WA,Completed
GA4-103489,USR-4718,2025-03-03,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Referral,IL,Completed
GA4-103490,USR-1988,2025-10-20,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,NC,Completed
GA4-103491,USR-5044,2025-10-31,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Referral,CA,Completed
GA4-103492,USR-1076,2025-05-01,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,3,48.0,144.0,Direct,TX,Completed
GA4-103493,USR-5561,2026-01-12,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,TX,Completed
GA4-103494,USR-5649,2025-10-12,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-103495,USR-1422,2025-03-01,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,NY,Completed
GA4-103496,USR-2753,2025-06-19,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,CO,Completed
GA4-103497,USR-1146,2025-12-06,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,TX,Completed
GA4-103498,USR-3882,2025-11-08,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CA,Completed
GA4-103499,USR-1435,2025-10-07,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,WA,Completed
GA4-103500,USR-3707,2025-11-15,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-103501,USR-5463,2025-08-17,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,NC,Completed
GA4-103502,USR-3748,2025-01-21,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Display,FL,Completed
GA4-103503,USR-7375,2025-11-12,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,IL,Completed
GA4-103504,USR-5482,2025-06-26,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,FL,Completed
GA4-103505,USR-1018,2025-10-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,3,18.0,54.0,Direct,MA,Completed
GA4-103506,USR-5698,2025-03-13,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Referral,MA,Completed
GA4-103507,USR-7160,2025-08-06,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-103508,USR-1855,2025-11-26,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,IL,Completed
GA4-103509,USR-1326,2025-11-23,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,FL,Completed
GA4-103510,USR-5101,2025-11-29,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,NY,Completed
GA4-103511,USR-5472,2025-05-08,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Direct,WA,Completed
GA4-103512,USR-5886,2025-11-06,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,CO,Completed
GA4-103513,USR-6621,2025-06-26,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,IL,Completed
GA4-103514,USR-5218,2025-10-19,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,FL,Completed
GA4-103515,USR-2657,2025-09-15,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,NY,Completed
GA4-103516,USR-1976,2025-08-25,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,3,48.0,144.0,Organic Search,IL,Completed
GA4-103517,USR-3324,2025-09-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CA,Completed
GA4-103518,USR-3763,2025-01-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NC,Completed
GA4-103519,USR-2341,2025-06-03,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,CA,Completed
GA4-103520,USR-4749,2025-01-30,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,NC,Completed
GA4-103521,USR-5454,2025-11-14,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,CA,Completed
GA4-103522,USR-1526,2025-09-29,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,WA,Completed
GA4-103523,USR-6162,2025-04-24,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,CO,Completed
GA4-103524,USR-6101,2025-01-30,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,TX,Completed
GA4-103525,USR-4366,2025-02-06,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Organic Search,NC,Completed
GA4-103526,USR-7357,2025-01-14,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Referral,IL,Completed
GA4-103527,USR-3434,2025-06-18,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CA,Completed
GA4-103528,USR-4918,2025-03-09,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Paid Search,TX,Completed
GA4-103529,USR-3022,2025-04-13,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Social,VA,Completed
GA4-103530,USR-7402,2025-11-04,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,MA,Completed
GA4-103531,USR-4436,2025-10-25,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,MA,Completed
GA4-103532,USR-4411,2025-05-06,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,MA,Completed
GA4-103533,USR-3983,2025-12-26,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,NY,Completed
GA4-103534,USR-1529,2025-01-16,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,WA,Completed
GA4-103535,USR-7495,2025-10-25,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,CA,Completed
GA4-103536,USR-1635,2025-01-15,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Paid Search,TX,Completed
GA4-103537,USR-5223,2025-02-07,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,FL,Completed
GA4-103538,USR-4403,2025-01-07,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Referral,CO,Completed
GA4-103539,USR-2041,2025-04-18,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,NC,Completed
GA4-103540,USR-4772,2025-02-28,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,VA,Completed
GA4-103541,USR-2334,2025-05-14,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,NY,Completed
GA4-103542,USR-2111,2025-05-18,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,VA,Completed
GA4-103543,USR-1619,2025-12-17,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,TX,Completed
GA4-103544,USR-3921,2025-12-11,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,CA,Completed
GA4-103545,USR-2585,2025-09-25,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-103546,USR-6312,2026-01-09,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Referral,IL,Completed
GA4-103547,USR-2075,2025-08-28,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,NC,Completed
GA4-103548,USR-5452,2025-05-08,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,CA,Completed
GA4-103549,USR-5317,2025-10-25,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Social,NY,Completed
GA4-103550,USR-7492,2025-02-18,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,NC,Completed
GA4-103551,USR-2280,2025-04-13,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Organic Search,FL,Completed
GA4-103552,USR-2201,2025-01-16,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,NC,Completed
GA4-103553,USR-5289,2025-11-23,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Direct,NY,Completed
GA4-103554,USR-3002,2025-09-22,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Referral,IL,Completed
GA4-103555,USR-2365,2025-06-26,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-103556,USR-5837,2025-05-06,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Referral,TX,Completed
GA4-103557,USR-2623,2025-06-19,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,NC,Completed
GA4-103558,USR-2199,2025-12-30,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-103559,USR-1168,2025-04-18,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,VA,Completed
GA4-103560,USR-4260,2025-06-09,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,TX,Completed
GA4-103561,USR-5423,2025-08-13,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,IL,Completed
GA4-103562,USR-6217,2025-10-02,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NC,Completed
GA4-103563,USR-4501,2025-08-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Referral,TX,Completed
GA4-103564,USR-3327,2025-01-24,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,CO,Completed
GA4-103565,USR-5950,2025-03-23,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,VA,Completed
GA4-103566,USR-6180,2025-11-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,MA,Completed
GA4-103567,USR-1071,2025-03-15,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,NC,Completed
GA4-103568,USR-3875,2025-02-20,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,WA,Completed
GA4-103569,USR-4239,2025-09-20,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Social,FL,Completed
GA4-103570,USR-6564,2025-11-08,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Paid Search,CO,Completed
GA4-103571,USR-6922,2025-11-24,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,IL,Completed
GA4-103572,USR-5021,2025-10-30,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Referral,NY,Completed
GA4-103573,USR-2312,2025-11-25,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,CA,Completed
GA4-103574,USR-4336,2025-11-09,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,VA,Completed
GA4-103575,USR-1598,2025-03-01,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,CA,Completed
GA4-103576,USR-1721,2025-01-23,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Organic Search,NY,Completed
GA4-103577,USR-1991,2026-01-01,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,VA,Completed
GA4-103578,USR-6774,2025-02-13,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,VA,Completed
GA4-103579,USR-2271,2025-01-29,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,NY,Completed
GA4-103580,USR-2009,2025-09-18,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,NC,Completed
GA4-103581,USR-2105,2025-05-06,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,NC,Completed
GA4-103582,USR-4534,2025-12-03,GGOEAAEB099214,Chrome Dino Socks,Apparel,3,12.5,37.5,Display,CO,Completed
GA4-103583,USR-3728,2025-03-01,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,WA,Completed
GA4-103584,USR-1743,2025-10-16,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Organic Search,FL,Completed
GA4-103585,USR-5010,2025-06-09,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Referral,CA,Completed
GA4-103586,USR-3656,2025-08-07,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,FL,Completed
GA4-103587,USR-1638,2025-07-24,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,IL,Completed
GA4-103588,USR-2703,2025-11-08,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Direct,CO,Completed
GA4-103589,USR-7121,2025-01-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,VA,Completed
GA4-103590,USR-3734,2025-11-12,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Referral,WA,Completed
GA4-103591,USR-3642,2025-10-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,TX,Completed
GA4-103592,USR-3466,2025-07-21,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,VA,Completed
GA4-103593,USR-3269,2025-03-20,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Paid Search,IL,Completed
GA4-103594,USR-4460,2025-10-28,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,CO,Completed
GA4-103595,USR-2493,2025-04-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,CO,Completed
GA4-103596,USR-7404,2025-08-19,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,IL,Completed
GA4-103597,USR-5757,2025-10-19,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,VA,Completed
GA4-103598,USR-6712,2025-03-02,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Organic Search,CO,Completed
GA4-103599,USR-2592,2025-04-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,3,79.0,237.0,Direct,TX,Completed
GA4-103600,USR-6402,2025-08-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,NC,Completed
GA4-103601,USR-1592,2025-09-12,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Organic Search,NC,Completed
GA4-103602,USR-6907,2025-10-31,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,NC,Completed
GA4-103603,USR-1484,2025-08-09,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,MA,Completed
GA4-103604,USR-7227,2025-02-27,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-103605,USR-5260,2025-08-03,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,NC,Completed
GA4-103606,USR-5909,2025-07-29,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,IL,Completed
GA4-103607,USR-4233,2025-05-10,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,MA,Completed
GA4-103608,USR-6530,2025-12-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,NY,Completed
GA4-103609,USR-3720,2025-12-18,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,3,26.5,79.5,Organic Search,WA,Completed
GA4-103610,USR-5971,2025-07-09,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Display,FL,Completed
GA4-103611,USR-2814,2025-08-05,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Paid Search,IL,Completed
GA4-103612,USR-2808,2025-07-22,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,CA,Completed
GA4-103613,USR-7430,2025-09-02,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,IL,Completed
GA4-103614,USR-5637,2025-05-03,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,TX,Completed
GA4-103615,USR-5793,2025-03-16,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Paid Search,WA,Completed
GA4-103616,USR-1307,2025-07-11,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Referral,NC,Completed
GA4-103617,USR-6848,2025-07-21,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,MA,Completed
GA4-103618,USR-7245,2025-11-11,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Paid Search,NC,Completed
GA4-103619,USR-1931,2025-09-23,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,VA,Completed
GA4-103620,USR-5354,2025-04-14,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Organic Search,MA,Completed
GA4-103621,USR-5542,2025-09-28,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,WA,Completed
GA4-103622,USR-5291,2025-02-05,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Paid Search,VA,Completed
GA4-103623,USR-6849,2025-11-18,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,IL,Completed
GA4-103624,USR-1830,2025-07-08,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Paid Search,CA,Completed
GA4-103625,USR-2580,2025-02-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,MA,Completed
GA4-103626,USR-4195,2025-07-01,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,WA,Completed
GA4-103627,USR-1133,2025-12-19,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Paid Search,CA,Completed
GA4-103628,USR-1840,2025-11-23,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,IL,Completed
GA4-103629,USR-3509,2025-06-30,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,CO,Completed
GA4-103630,USR-4002,2025-12-02,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,WA,Completed
GA4-103631,USR-3313,2025-01-16,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-103632,USR-6214,2025-10-10,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,NC,Completed
GA4-103633,USR-3350,2025-09-01,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Paid Search,FL,Completed
GA4-103634,USR-6496,2025-11-02,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CA,Completed
GA4-103635,USR-3864,2025-05-02,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Organic Search,FL,Completed
GA4-103636,USR-6707,2025-04-14,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-103637,USR-7213,2025-05-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Display,CO,Completed
GA4-103638,USR-6442,2025-04-19,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Organic Search,NC,Completed
GA4-103639,USR-7318,2025-12-13,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,NY,Completed
GA4-103640,USR-4367,2025-02-27,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,FL,Completed
GA4-103641,USR-6899,2025-05-06,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,IL,Completed
GA4-103642,USR-2902,2025-03-01,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,TX,Completed
GA4-103643,USR-5364,2025-12-30,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CA,Completed
GA4-103644,USR-1818,2025-04-28,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,IL,Completed
GA4-103645,USR-5911,2025-12-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NC,Completed
GA4-103646,USR-3701,2025-12-18,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,CO,Completed
GA4-103647,USR-4950,2025-07-24,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,FL,Completed
GA4-103648,USR-3817,2025-09-16,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,WA,Completed
GA4-103649,USR-5488,2025-03-29,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Referral,WA,Completed
GA4-103650,USR-4577,2025-03-27,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,VA,Completed
GA4-103651,USR-2261,2025-01-22,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Direct,NC,Completed
GA4-103652,USR-4570,2025-08-25,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,IL,Completed
GA4-103653,USR-6666,2025-01-05,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,3,79.0,237.0,Display,FL,Completed
GA4-103654,USR-1837,2025-04-01,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,WA,Completed
GA4-103655,USR-6860,2025-06-12,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Referral,FL,Completed
GA4-103656,USR-2886,2026-01-04,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,NC,Completed
