order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,shipping_state,payment_method,acquisition_channel,order_status
OLIST-101209,CUST-BR-1859,2017-10-13,PRD-ESPO-975,Sports & Leisure Item,Sports & Leisure,1,110.77,110.77,PE,credit_card,Marketplace Direct,Completed
OLIST-101210,CUST-BR-4719,2016-09-08,PRD-BELE-917,Health & Beauty Item,Health & Beauty,1,120.93,120.93,SP,credit_card,Marketplace Direct,Completed
OLIST-101211,CUST-BR-3662,2018-01-23,PRD-INFO-711,Computers & Tech Item,Computers & Tech,1,161.23,161.23,SP,credit_card,Marketplace Direct,Completed
OLIST-101212,CUST-BR-1953,2017-07-02,PRD-ESPO-315,Sports & Leisure Item,Sports & Leisure,1,78.39,78.39,RJ,credit_card,Marketplace Direct,Completed
OLIST-101213,CUST-BR-6372,2016-11-23,PRD-CAMA-209,"Bed, Bath & Table Item","Bed, Bath & Table",1,103.85,103.85,GO,voucher,Marketplace Direct,Completed
OLIST-101214,CUST-BR-5012,2017-07-16,PRD-RELO-848,Watches & Gifts Item,Watches & Gifts,1,207.7,207.7,SP,voucher,Marketplace Direct,Completed
OLIST-101215,CUST-BR-3266,2017-08-13,PRD-ESPO-109,Sports & Leisure Item,Sports & Leisure,1,81.91,81.91,SP,credit_card,Marketplace Direct,Completed
OLIST-101216,CUST-BR-3326,2017-06-29,PRD-BELE-583,Health & Beauty Item,Health & Beauty,1,124.15,124.15,BA,credit_card,Marketplace Direct,Completed
OLIST-101217,CUST-BR-6106,2016-11-03,PRD-ESPO-692,Sports & Leisure Item,Sports & Leisure,1,43.84,43.84,SP,boleto,Marketplace Direct,Completed
OLIST-101218,CUST-BR-2115,2017-07-31,PRD-INFO-500,Computers & Tech Item,Computers & Tech,1,164.94,164.94,DF,boleto,Marketplace Direct,Completed
OLIST-101219,CUST-BR-4889,2017-04-12,PRD-INFO-492,Computers & Tech Item,Computers & Tech,1,197.36,197.36,SP,credit_card,Marketplace Direct,Completed
OLIST-101220,CUST-BR-3865,2018-08-22,PRD-CAMA-166,"Bed, Bath & Table Item","Bed, Bath & Table",1,78.93,78.93,SP,credit_card,Marketplace Direct,Completed
OLIST-101221,CUST-BR-2260,2018-06-13,PRD-MOVE-199,Furniture & Decor Item,Furniture & Decor,1,95.88,95.88,RJ,credit_card,Marketplace Direct,Completed
OLIST-101222,CUST-BR-7651,2017-04-30,PRD-CAMA-383,"Bed, Bath & Table Item","Bed, Bath & Table",1,120.83,120.83,RJ,credit_card,Marketplace Direct,Completed
OLIST-101223,CUST-BR-7824,2017-04-28,PRD-INFO-426,Computers & Tech Item,Computers & Tech,1,110.95,110.95,SP,voucher,Marketplace Direct,Completed
OLIST-101224,CUST-BR-5310,2017-04-24,PRD-ESPO-889,Sports & Leisure Item,Sports & Leisure,1,112.93,112.93,SP,credit_card,Marketplace Direct,Completed
OLIST-101225,CUST-BR-2673,2016-10-29,PRD-INFO-688,Computers & Tech Item,Computers & Tech,1,130.63,130.63,RS,boleto,Marketplace Direct,Completed
OLIST-101226,CUST-BR-1760,2018-04-03,PRD-INFO-282,Computers & Tech Item,Computers & Tech,1,125.8,125.8,RJ,credit_card,Marketplace Direct,Completed
OLIST-101227,CUST-BR-4762,2018-08-05,PRD-ESPO-253,Sports & Leisure Item,Sports & Leisure,1,96.48,96.48,PR,credit_card,Marketplace Direct,Completed
OLIST-101228,CUST-BR-1174,2016-11-06,PRD-MOVE-776,Furniture & Decor Item,Furniture & Decor,1,107.46,107.46,MG,credit_card,Marketplace Direct,Completed
OLIST-101229,CUST-BR-2955,2018-05-21,PRD-BELE-788,Health & Beauty Item,Health & Beauty,1,123.49,123.49,RJ,credit_card,Marketplace Direct,Completed
OLIST-101230,CUST-BR-7919,2018-06-14,PRD-ESPO-465,Sports & Leisure Item,Sports & Leisure,1,92.18,92.18,MG,credit_card,Marketplace Direct,Completed
OLIST-101231,CUST-BR-2820,2017-07-19,PRD-CAMA-101,"Bed, Bath & Table Item","Bed, Bath & Table",1,109.98,109.98,RJ,boleto,Marketplace Direct,Completed
OLIST-101232,CUST-BR-1156,2017-05-25,PRD-MOVE-732,Furniture & Decor Item,Furniture & Decor,1,73.53,73.53,SP,credit_card,Marketplace Direct,Completed
OLIST-101233,CUST-BR-6924,2017-04-20,PRD-CAMA-256,"Bed, Bath & Table Item","Bed, Bath & Table",1,106.12,106.12,SP,credit_card,Marketplace Direct,Completed
OLIST-101234,CUST-BR-4654,2018-06-26,PRD-RELO-467,Watches & Gifts Item,Watches & Gifts,1,191.68,191.68,BA,boleto,Marketplace Direct,Completed
OLIST-101235,CUST-BR-2104,2017-05-06,PRD-BELE-247,Health & Beauty Item,Health & Beauty,1,152.37,152.37,SC,credit_card,Marketplace Direct,Completed
OLIST-101236,CUST-BR-2373,2016-12-19,PRD-CAMA-703,"Bed, Bath & Table Item","Bed, Bath & Table",1,80.35,80.35,SP,boleto,Marketplace Direct,Completed
OLIST-101237,CUST-BR-4419,2016-09-16,PRD-RELO-621,Watches & Gifts Item,Watches & Gifts,1,264.04,264.04,MG,credit_card,Marketplace Direct,Completed
OLIST-101238,CUST-BR-4558,2016-10-02,PRD-RELO-178,Watches & Gifts Item,Watches & Gifts,1,245.79,245.79,SP,credit_card,Marketplace Direct,Completed
OLIST-101239,CUST-BR-3934,2018-05-27,PRD-MOVE-113,Furniture & Decor Item,Furniture & Decor,1,72.1,72.1,SP,credit_card,Marketplace Direct,Completed
OLIST-101240,CUST-BR-3148,2017-07-25,PRD-CAMA-423,"Bed, Bath & Table Item","Bed, Bath & Table",1,99.64,99.64,PE,boleto,Marketplace Direct,Completed
OLIST-101241,CUST-BR-3146,2017-08-09,PRD-ESPO-928,Sports & Leisure Item,Sports & Leisure,1,128.24,128.24,RJ,credit_card,Marketplace Direct,Completed
OLIST-101242,CUST-BR-4474,2018-03-08,PRD-INFO-144,Computers & Tech Item,Computers & Tech,1,96.37,96.37,MG,credit_card,Marketplace Direct,Completed
OLIST-101243,CUST-BR-7007,2018-02-04,PRD-BELE-883,Health & Beauty Item,Health & Beauty,1,93.79,93.79,SP,boleto,Marketplace Direct,Completed
OLIST-101244,CUST-BR-2512,2016-11-29,PRD-CAMA-994,"Bed, Bath & Table Item","Bed, Bath & Table",1,41.55,41.55,PR,boleto,Marketplace Direct,Completed
OLIST-101245,CUST-BR-1886,2017-05-19,PRD-RELO-676,Watches & Gifts Item,Watches & Gifts,1,157.41,157.41,RJ,credit_card,Marketplace Direct,Completed
OLIST-101246,CUST-BR-5985,2017-10-02,PRD-INFO-406,Computers & Tech Item,Computers & Tech,1,138.33,138.33,SP,credit_card,Marketplace Direct,Completed
OLIST-101247,CUST-BR-5246,2017-07-01,PRD-RELO-738,Watches & Gifts Item,Watches & Gifts,1,198.3,198.3,MG,credit_card,Marketplace Direct,Completed
OLIST-101248,CUST-BR-7290,2018-01-09,PRD-CAMA-155,"Bed, Bath & Table Item","Bed, Bath & Table",1,105.84,105.84,RJ,credit_card,Marketplace Direct,Completed
OLIST-101249,CUST-BR-2025,2017-11-28,PRD-BELE-192,Health & Beauty Item,Health & Beauty,1,162.03,162.03,PR,credit_card,Marketplace Direct,Completed
OLIST-101250,CUST-BR-1477,2018-04-13,PRD-ESPO-140,Sports & Leisure Item,Sports & Leisure,1,119.87,119.87,RS,boleto,Marketplace Direct,Completed
OLIST-101251,CUST-BR-6340,2018-01-02,PRD-INFO-709,Computers & Tech Item,Computers & Tech,1,169.66,169.66,SP,boleto,Marketplace Direct,Completed
OLIST-101252,CUST-BR-3032,2017-10-05,PRD-RELO-957,Watches & Gifts Item,Watches & Gifts,1,215.04,215.04,SP,credit_card,Marketplace Direct,Completed
OLIST-101253,CUST-BR-7940,2017-12-31,PRD-RELO-247,Watches & Gifts Item,Watches & Gifts,1,117.84,117.84,SP,credit_card,Marketplace Direct,Completed
OLIST-101254,CUST-BR-4923,2018-05-28,PRD-MOVE-967,Furniture & Decor Item,Furniture & Decor,1,85.27,85.27,PR,credit_card,Marketplace Direct,Completed
OLIST-101255,CUST-BR-2898,2017-07-06,PRD-BELE-803,Health & Beauty Item,Health & Beauty,1,115.92,115.92,PE,credit_card,Marketplace Direct,Completed
OLIST-101256,CUST-BR-1868,2017-03-19,PRD-ESPO-334,Sports & Leisure Item,Sports & Leisure,1,92.53,92.53,DF,credit_card,Marketplace Direct,Completed
OLIST-101257,CUST-BR-5049,2017-01-20,PRD-RELO-242,Watches & Gifts Item,Watches & Gifts,1,138.61,138.61,SP,credit_card,Marketplace Direct,Completed
OLIST-101258,CUST-BR-4658,2018-07-17,PRD-RELO-788,Watches & Gifts Item,Watches & Gifts,1,215.67,215.67,SP,credit_card,Marketplace Direct,Completed
OLIST-101259,CUST-BR-2351,2017-07-12,PRD-INFO-704,Computers & Tech Item,Computers & Tech,1,129.37,129.37,SP,credit_card,Marketplace Direct,Completed
OLIST-101260,CUST-BR-8451,2016-12-16,PRD-MOVE-578,Furniture & Decor Item,Furniture & Decor,1,82.47,82.47,SP,voucher,Marketplace Direct,Completed
OLIST-101261,CUST-BR-2920,2016-10-30,PRD-BELE-525,Health & Beauty Item,Health & Beauty,1,105.66,105.66,RS,credit_card,Marketplace Direct,Completed
OLIST-101262,CUST-BR-4881,2017-02-10,PRD-RELO-477,Watches & Gifts Item,Watches & Gifts,1,155.07,155.07,GO,credit_card,Marketplace Direct,Completed
OLIST-101263,CUST-BR-8171,2016-12-03,PRD-CAMA-439,"Bed, Bath & Table Item","Bed, Bath & Table",1,126.61,126.61,RJ,credit_card,Marketplace Direct,Completed
OLIST-101264,CUST-BR-1814,2017-09-17,PRD-INFO-629,Computers & Tech Item,Computers & Tech,1,134.1,134.1,PR,credit_card,Marketplace Direct,Completed
OLIST-101265,CUST-BR-7146,2017-06-01,PRD-BELE-138,Health & Beauty Item,Health & Beauty,1,119.44,119.44,PR,voucher,Marketplace Direct,Completed
OLIST-101266,CUST-BR-3146,2016-09-06,PRD-ESPO-815,Sports & Leisure Item,Sports & Leisure,1,84.08,84.08,RJ,boleto,Marketplace Direct,Completed
OLIST-101267,CUST-BR-4651,2016-12-17,PRD-BELE-547,Health & Beauty Item,Health & Beauty,1,157.07,157.07,SP,credit_card,Marketplace Direct,Completed
OLIST-101268,CUST-BR-7557,2018-01-09,PRD-MOVE-874,Furniture & Decor Item,Furniture & Decor,1,112.56,112.56,RS,credit_card,Marketplace Direct,Completed
OLIST-101269,CUST-BR-8258,2018-07-26,PRD-CAMA-414,"Bed, Bath & Table Item","Bed, Bath & Table",1,66.97,66.97,SC,boleto,Marketplace Direct,Completed
OLIST-101270,CUST-BR-2777,2018-05-18,PRD-CAMA-699,"Bed, Bath & Table Item","Bed, Bath & Table",1,135.67,135.67,GO,credit_card,Marketplace Direct,Completed
OLIST-101271,CUST-BR-7337,2018-01-14,PRD-INFO-998,Computers & Tech Item,Computers & Tech,1,110.35,110.35,SP,credit_card,Marketplace Direct,Completed
OLIST-101272,CUST-BR-6967,2016-10-02,PRD-INFO-962,Computers & Tech Item,Computers & Tech,1,176.27,176.27,SP,boleto,Marketplace Direct,Completed
OLIST-101273,CUST-BR-3043,2018-08-12,PRD-BELE-497,Health & Beauty Item,Health & Beauty,1,153.21,153.21,SC,credit_card,Marketplace Direct,Completed
OLIST-101274,CUST-BR-7130,2017-06-16,PRD-ESPO-514,Sports & Leisure Item,Sports & Leisure,1,115.16,115.16,PR,boleto,Marketplace Direct,Completed
OLIST-101275,CUST-BR-5848,2016-09-21,PRD-CAMA-292,"Bed, Bath & Table Item","Bed, Bath & Table",1,116.19,116.19,SP,credit_card,Marketplace Direct,Completed
OLIST-101276,CUST-BR-1503,2018-02-13,PRD-RELO-530,Watches & Gifts Item,Watches & Gifts,1,200.22,200.22,SP,credit_card,Marketplace Direct,Completed
OLIST-101277,CUST-BR-7619,2018-02-11,PRD-INFO-844,Computers & Tech Item,Computers & Tech,1,224.81,224.81,SP,credit_card,Marketplace Direct,Completed
OLIST-101278,CUST-BR-6959,2016-09-02,PRD-CAMA-298,"Bed, Bath & Table Item","Bed, Bath & Table",1,95.01,95.01,RJ,voucher,Marketplace Direct,Completed
OLIST-101279,CUST-BR-2992,2017-03-08,PRD-ESPO-583,Sports & Leisure Item,Sports & Leisure,1,108.17,108.17,SP,debit_card,Marketplace Direct,Completed
OLIST-101280,CUST-BR-8225,2018-07-15,PRD-CAMA-500,"Bed, Bath & Table Item","Bed, Bath & Table",1,98.73,98.73,RS,credit_card,Marketplace Direct,Completed
OLIST-101281,CUST-BR-4553,2017-10-27,PRD-ESPO-428,Sports & Leisure Item,Sports & Leisure,1,111.4,111.4,RS,credit_card,Marketplace Direct,Completed
OLIST-101282,CUST-BR-8450,2017-04-28,PRD-CAMA-162,"Bed, Bath & Table Item","Bed, Bath & Table",1,104.01,104.01,RS,credit_card,Marketplace Direct,Completed
OLIST-101283,CUST-BR-1089,2018-01-02,PRD-INFO-841,Computers & Tech Item,Computers & Tech,1,161.12,161.12,PR,credit_card,Marketplace Direct,Completed
OLIST-101284,CUST-BR-4251,2018-01-25,PRD-CAMA-586,"Bed, Bath & Table Item","Bed, Bath & Table",1,93.37,93.37,SC,boleto,Marketplace Direct,Completed
OLIST-101285,CUST-BR-3437,2018-05-14,PRD-ESPO-291,Sports & Leisure Item,Sports & Leisure,1,114.95,114.95,SP,boleto,Marketplace Direct,Completed
OLIST-101286,CUST-BR-1796,2018-08-15,PRD-MOVE-519,Furniture & Decor Item,Furniture & Decor,1,122.39,122.39,RJ,credit_card,Marketplace Direct,Completed
OLIST-101287,CUST-BR-3154,2018-07-17,PRD-ESPO-764,Sports & Leisure Item,Sports & Leisure,1,128.37,128.37,SP,credit_card,Marketplace Direct,Completed
OLIST-101288,CUST-BR-4114,2017-10-04,PRD-MOVE-917,Furniture & Decor Item,Furniture & Decor,1,97.46,97.46,DF,credit_card,Marketplace Direct,Completed
OLIST-101289,CUST-BR-3498,2016-11-14,PRD-MOVE-473,Furniture & Decor Item,Furniture & Decor,1,124.03,124.03,DF,credit_card,Marketplace Direct,Completed
OLIST-101290,CUST-BR-3307,2017-10-11,PRD-MOVE-825,Furniture & Decor Item,Furniture & Decor,1,117.5,117.5,MG,credit_card,Marketplace Direct,Completed
OLIST-101291,CUST-BR-3435,2018-06-23,PRD-BELE-803,Health & Beauty Item,Health & Beauty,1,107.31,107.31,SP,credit_card,Marketplace Direct,Completed
OLIST-101292,CUST-BR-8340,2017-09-09,PRD-ESPO-672,Sports & Leisure Item,Sports & Leisure,1,120.09,120.09,PE,boleto,Marketplace Direct,Completed
OLIST-101293,CUST-BR-7645,2018-02-04,PRD-BELE-838,Health & Beauty Item,Health & Beauty,1,168.66,168.66,SP,credit_card,Marketplace Direct,Completed
OLIST-101294,CUST-BR-7855,2017-11-11,PRD-BELE-100,Health & Beauty Item,Health & Beauty,1,159.84,159.84,SC,credit_card,Marketplace Direct,Completed
OLIST-101295,CUST-BR-3500,2016-09-09,PRD-RELO-414,Watches & Gifts Item,Watches & Gifts,1,156.94,156.94,RJ,credit_card,Marketplace Direct,Completed
OLIST-101296,CUST-BR-2869,2016-11-18,PRD-INFO-316,Computers & Tech Item,Computers & Tech,1,156.77,156.77,RJ,credit_card,Marketplace Direct,Completed
OLIST-101297,CUST-BR-5674,2017-11-17,PRD-BELE-608,Health & Beauty Item,Health & Beauty,1,95.99,95.99,PR,boleto,Marketplace Direct,Completed
OLIST-101298,CUST-BR-5181,2017-05-26,PRD-CAMA-923,"Bed, Bath & Table Item","Bed, Bath & Table",1,66.52,66.52,MG,boleto,Marketplace Direct,Completed
OLIST-101299,CUST-BR-1510,2016-11-21,PRD-INFO-395,Computers & Tech Item,Computers & Tech,1,185.79,185.79,RS,boleto,Marketplace Direct,Completed
OLIST-101300,CUST-BR-2770,2017-09-08,PRD-CAMA-778,"Bed, Bath & Table Item","Bed, Bath & Table",1,74.75,74.75,BA,credit_card,Marketplace Direct,Completed
OLIST-101301,CUST-BR-7359,2018-02-04,PRD-BELE-732,Health & Beauty Item,Health & Beauty,1,167.39,167.39,SP,credit_card,Marketplace Direct,Completed
OLIST-101302,CUST-BR-2339,2017-11-19,PRD-INFO-985,Computers & Tech Item,Computers & Tech,1,199.25,199.25,MG,boleto,Marketplace Direct,Completed
OLIST-101303,CUST-BR-2160,2018-04-24,PRD-MOVE-602,Furniture & Decor Item,Furniture & Decor,1,122.96,122.96,RJ,voucher,Marketplace Direct,Completed
OLIST-101304,CUST-BR-2113,2017-05-02,PRD-CAMA-113,"Bed, Bath & Table Item","Bed, Bath & Table",1,102.76,102.76,RS,credit_card,Marketplace Direct,Completed
OLIST-101305,CUST-BR-7376,2016-12-04,PRD-MOVE-323,Furniture & Decor Item,Furniture & Decor,1,111.32,111.32,PE,credit_card,Marketplace Direct,Completed
OLIST-101306,CUST-BR-4159,2017-07-07,PRD-ESPO-469,Sports & Leisure Item,Sports & Leisure,1,124.84,124.84,MG,credit_card,Marketplace Direct,Completed
OLIST-101307,CUST-BR-8335,2017-06-14,PRD-CAMA-104,"Bed, Bath & Table Item","Bed, Bath & Table",1,95.43,95.43,SP,credit_card,Marketplace Direct,Completed
OLIST-101308,CUST-BR-2486,2017-10-08,PRD-BELE-398,Health & Beauty Item,Health & Beauty,1,111.8,111.8,RJ,credit_card,Marketplace Direct,Completed
OLIST-101309,CUST-BR-1641,2017-07-15,PRD-INFO-215,Computers & Tech Item,Computers & Tech,1,168.7,168.7,GO,boleto,Marketplace Direct,Completed
OLIST-101310,CUST-BR-7398,2018-01-26,PRD-BELE-171,Health & Beauty Item,Health & Beauty,1,172.96,172.96,PE,credit_card,Marketplace Direct,Completed
OLIST-101311,CUST-BR-2539,2018-03-02,PRD-MOVE-578,Furniture & Decor Item,Furniture & Decor,1,95.18,95.18,SP,credit_card,Marketplace Direct,Completed
OLIST-101312,CUST-BR-4679,2017-10-09,PRD-INFO-993,Computers & Tech Item,Computers & Tech,1,141.47,141.47,GO,credit_card,Marketplace Direct,Completed
OLIST-101313,CUST-BR-6628,2018-06-30,PRD-MOVE-416,Furniture & Decor Item,Furniture & Decor,1,73.86,73.86,RS,credit_card,Marketplace Direct,Completed
OLIST-101314,CUST-BR-7650,2017-08-29,PRD-CAMA-295,"Bed, Bath & Table Item","Bed, Bath & Table",1,25.29,25.29,RJ,credit_card,Marketplace Direct,Completed
OLIST-101315,CUST-BR-1598,2017-08-05,PRD-ESPO-346,Sports & Leisure Item,Sports & Leisure,1,135.06,135.06,SP,credit_card,Marketplace Direct,Completed
OLIST-101316,CUST-BR-6613,2017-09-14,PRD-BELE-335,Health & Beauty Item,Health & Beauty,1,110.15,110.15,MG,boleto,Marketplace Direct,Completed
OLIST-101317,CUST-BR-5564,2016-11-26,PRD-MOVE-719,Furniture & Decor Item,Furniture & Decor,1,81.32,81.32,RJ,boleto,Marketplace Direct,Completed
OLIST-101318,CUST-BR-3533,2017-03-02,PRD-CAMA-830,"Bed, Bath & Table Item","Bed, Bath & Table",1,79.95,79.95,DF,credit_card,Marketplace Direct,Completed
OLIST-101319,CUST-BR-3845,2017-08-02,PRD-BELE-667,Health & Beauty Item,Health & Beauty,1,140.04,140.04,PE,debit_card,Marketplace Direct,Completed
OLIST-101320,CUST-BR-2436,2018-08-30,PRD-RELO-121,Watches & Gifts Item,Watches & Gifts,1,222.59,222.59,PE,boleto,Marketplace Direct,Completed
OLIST-101321,CUST-BR-5439,2017-03-29,PRD-BELE-244,Health & Beauty Item,Health & Beauty,1,117.1,117.1,SP,credit_card,Marketplace Direct,Completed
OLIST-101322,CUST-BR-7978,2018-06-08,PRD-ESPO-939,Sports & Leisure Item,Sports & Leisure,1,149.9,149.9,DF,credit_card,Marketplace Direct,Completed
OLIST-101323,CUST-BR-7967,2017-02-04,PRD-RELO-247,Watches & Gifts Item,Watches & Gifts,1,204.25,204.25,RS,credit_card,Marketplace Direct,Completed
OLIST-101324,CUST-BR-4620,2017-01-20,PRD-BELE-143,Health & Beauty Item,Health & Beauty,1,156.62,156.62,SP,credit_card,Marketplace Direct,Completed
OLIST-101325,CUST-BR-8332,2017-06-28,PRD-RELO-699,Watches & Gifts Item,Watches & Gifts,1,186.58,186.58,RJ,credit_card,Marketplace Direct,Completed
OLIST-101326,CUST-BR-6448,2017-10-09,PRD-INFO-639,Computers & Tech Item,Computers & Tech,1,121.07,121.07,SP,credit_card,Marketplace Direct,Completed
OLIST-101327,CUST-BR-2227,2017-12-03,PRD-RELO-766,Watches & Gifts Item,Watches & Gifts,1,199.91,199.91,PE,boleto,Marketplace Direct,Completed
OLIST-101328,CUST-BR-5634,2017-12-08,PRD-ESPO-866,Sports & Leisure Item,Sports & Leisure,1,140.3,140.3,SP,credit_card,Marketplace Direct,Completed
OLIST-101329,CUST-BR-2890,2018-02-12,PRD-BELE-504,Health & Beauty Item,Health & Beauty,1,126.6,126.6,BA,credit_card,Marketplace Direct,Completed
OLIST-101330,CUST-BR-3622,2016-12-09,PRD-CAMA-188,"Bed, Bath & Table Item","Bed, Bath & Table",1,91.93,91.93,SP,voucher,Marketplace Direct,Completed
OLIST-101331,CUST-BR-8030,2016-09-21,PRD-BELE-682,Health & Beauty Item,Health & Beauty,1,129.79,129.79,SP,boleto,Marketplace Direct,Completed
OLIST-101332,CUST-BR-5291,2016-12-15,PRD-RELO-607,Watches & Gifts Item,Watches & Gifts,1,268.37,268.37,SP,credit_card,Marketplace Direct,Completed
OLIST-101333,CUST-BR-7272,2017-07-06,PRD-INFO-601,Computers & Tech Item,Computers & Tech,1,94.08,94.08,SC,credit_card,Marketplace Direct,Completed
OLIST-101334,CUST-BR-3014,2016-11-21,PRD-ESPO-977,Sports & Leisure Item,Sports & Leisure,1,102.0,102.0,SP,credit_card,Marketplace Direct,Completed
OLIST-101335,CUST-BR-7626,2018-05-13,PRD-ESPO-534,Sports & Leisure Item,Sports & Leisure,1,137.49,137.49,SP,credit_card,Marketplace Direct,Completed
OLIST-101336,CUST-BR-2343,2016-12-23,PRD-BELE-402,Health & Beauty Item,Health & Beauty,1,171.17,171.17,SC,credit_card,Marketplace Direct,Completed
OLIST-101337,CUST-BR-2110,2018-04-09,PRD-BELE-669,Health & Beauty Item,Health & Beauty,1,86.8,86.8,SP,boleto,Marketplace Direct,Completed
OLIST-101338,CUST-BR-2779,2017-10-15,PRD-CAMA-707,"Bed, Bath & Table Item","Bed, Bath & Table",1,62.48,62.48,GO,credit_card,Marketplace Direct,Completed
OLIST-101339,CUST-BR-2547,2018-06-23,PRD-MOVE-373,Furniture & Decor Item,Furniture & Decor,1,68.55,68.55,SP,credit_card,Marketplace Direct,Completed
OLIST-101340,CUST-BR-4423,2017-05-21,PRD-ESPO-143,Sports & Leisure Item,Sports & Leisure,1,99.66,99.66,SC,voucher,Marketplace Direct,Completed
OLIST-101341,CUST-BR-4806,2017-08-06,PRD-BELE-250,Health & Beauty Item,Health & Beauty,1,117.7,117.7,SC,boleto,Marketplace Direct,Completed
OLIST-101342,CUST-BR-4808,2016-10-03,PRD-INFO-417,Computers & Tech Item,Computers & Tech,1,128.74,128.74,SP,credit_card,Marketplace Direct,Completed
OLIST-101343,CUST-BR-3715,2017-11-27,PRD-MOVE-740,Furniture & Decor Item,Furniture & Decor,1,96.4,96.4,RS,credit_card,Marketplace Direct,Completed
OLIST-101344,CUST-BR-8324,2017-10-09,PRD-CAMA-958,"Bed, Bath & Table Item","Bed, Bath & Table",1,112.85,112.85,SP,boleto,Marketplace Direct,Completed
OLIST-101345,CUST-BR-4680,2018-01-11,PRD-CAMA-343,"Bed, Bath & Table Item","Bed, Bath & Table",1,81.05,81.05,DF,voucher,Marketplace Direct,Completed
OLIST-101346,CUST-BR-4056,2018-06-16,PRD-CAMA-289,"Bed, Bath & Table Item","Bed, Bath & Table",1,119.88,119.88,SP,credit_card,Marketplace Direct,Completed
OLIST-101347,CUST-BR-5247,2017-02-25,PRD-INFO-503,Computers & Tech Item,Computers & Tech,1,116.41,116.41,PE,credit_card,Marketplace Direct,Completed
OLIST-101348,CUST-BR-4422,2017-04-08,PRD-BELE-505,Health & Beauty Item,Health & Beauty,1,161.12,161.12,MG,credit_card,Marketplace Direct,Completed
OLIST-101349,CUST-BR-7756,2016-10-26,PRD-ESPO-698,Sports & Leisure Item,Sports & Leisure,1,125.55,125.55,SP,boleto,Marketplace Direct,Completed
OLIST-101350,CUST-BR-1342,2018-06-15,PRD-ESPO-914,Sports & Leisure Item,Sports & Leisure,1,101.69,101.69,RS,credit_card,Marketplace Direct,Completed
OLIST-101351,CUST-BR-1666,2018-06-23,PRD-CAMA-267,"Bed, Bath & Table Item","Bed, Bath & Table",1,97.78,97.78,MG,credit_card,Marketplace Direct,Completed
OLIST-101352,CUST-BR-8469,2017-12-22,PRD-BELE-306,Health & Beauty Item,Health & Beauty,1,175.75,175.75,PR,boleto,Marketplace Direct,Completed
OLIST-101353,CUST-BR-5733,2017-10-13,PRD-ESPO-526,Sports & Leisure Item,Sports & Leisure,1,115.98,115.98,SP,credit_card,Marketplace Direct,Completed
OLIST-101354,CUST-BR-1898,2018-02-22,PRD-MOVE-983,Furniture & Decor Item,Furniture & Decor,1,107.47,107.47,RJ,credit_card,Marketplace Direct,Completed
OLIST-101355,CUST-BR-8157,2018-04-09,PRD-CAMA-680,"Bed, Bath & Table Item","Bed, Bath & Table",1,97.9,97.9,RS,credit_card,Marketplace Direct,Completed
OLIST-101356,CUST-BR-5054,2017-01-02,PRD-BELE-410,Health & Beauty Item,Health & Beauty,1,145.19,145.19,BA,credit_card,Marketplace Direct,Completed
OLIST-101357,CUST-BR-4820,2017-10-26,PRD-INFO-467,Computers & Tech Item,Computers & Tech,1,108.43,108.43,GO,credit_card,Marketplace Direct,Completed
OLIST-101358,CUST-BR-6178,2017-10-09,PRD-RELO-414,Watches & Gifts Item,Watches & Gifts,1,165.65,165.65,SP,boleto,Marketplace Direct,Completed
OLIST-101359,CUST-BR-1018,2017-01-03,PRD-ESPO-773,Sports & Leisure Item,Sports & Leisure,1,131.41,131.41,SP,credit_card,Marketplace Direct,Completed
OLIST-101360,CUST-BR-1557,2016-09-07,PRD-MOVE-868,Furniture & Decor Item,Furniture & Decor,1,104.42,104.42,RJ,boleto,Marketplace Direct,Completed
OLIST-101361,CUST-BR-1700,2016-10-05,PRD-BELE-553,Health & Beauty Item,Health & Beauty,1,72.71,72.71,PE,debit_card,Marketplace Direct,Completed
OLIST-101362,CUST-BR-1960,2017-01-11,PRD-BELE-183,Health & Beauty Item,Health & Beauty,1,166.54,166.54,SP,boleto,Marketplace Direct,Completed
OLIST-101363,CUST-BR-3406,2018-06-13,PRD-ESPO-979,Sports & Leisure Item,Sports & Leisure,1,131.73,131.73,PE,boleto,Marketplace Direct,Completed
OLIST-101364,CUST-BR-6444,2016-09-30,PRD-INFO-490,Computers & Tech Item,Computers & Tech,1,166.61,166.61,SP,credit_card,Marketplace Direct,Completed
OLIST-101365,CUST-BR-6861,2017-11-18,PRD-INFO-101,Computers & Tech Item,Computers & Tech,1,135.33,135.33,BA,boleto,Marketplace Direct,Completed
OLIST-101366,CUST-BR-3566,2018-08-26,PRD-BELE-780,Health & Beauty Item,Health & Beauty,1,137.6,137.6,PE,boleto,Marketplace Direct,Completed
OLIST-101367,CUST-BR-5685,2017-04-21,PRD-MOVE-496,Furniture & Decor Item,Furniture & Decor,1,60.26,60.26,PE,credit_card,Marketplace Direct,Completed
OLIST-101368,CUST-BR-6652,2017-02-09,PRD-RELO-193,Watches & Gifts Item,Watches & Gifts,1,142.37,142.37,SP,credit_card,Marketplace Direct,Completed
OLIST-101369,CUST-BR-7909,2017-03-16,PRD-CAMA-526,"Bed, Bath & Table Item","Bed, Bath & Table",1,61.29,61.29,SP,boleto,Marketplace Direct,Completed
